benchmark,model_key,model_revision,budget,task_id,seed,method,status,job_id,SUN,mSUN,AUDC,observed_scientific_responses,interim_SUN,raw_result_sha256,receipt_sha256,scope_registration_sha256
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Al-Lu-Pt-Rb-Sm,1,esopt_graph_risk,complete,budget-final-made-187861cee7674983bd8790b2,3,0.06,0.1148,50,,d7335f31b1525562fd5172bdf0bac0fb04251ee97b893c7a81608b3e99a53807,f1d6179b34f2aea75cee299f399a0fb4d498b2a621d7b70156c7025f17f14206,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Al-V-Zn,1,baseline,complete,budget-final-made-ea0a4f6b50bab082d34b533f,22,0.44,0.5,50,,9e228d69004fed701f4dbc2b6378c1b65ca65a685ac64a42f98a811067d4768a,3c140542f01bbd581233d4ce3c67f36252cd3df15ce1c5d7618521218e1b6c33,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Al-V-Zn,1,esopt_graph_risk,complete,budget-final-made-8aea41d2e366c782ee520a2b,17,0.34,0.394,50,,e5b28c7594b887000686903bcf7bdf90a59c24472810f2c34fb55565846d1718,d5b246609066ffb44a79b9e8e3b5e6616d8ea26b4ac53b8f12c28e0438cbed5d,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Au-Cr-Cs-Dy,1,baseline,active,budget-final-made-97d1fb7e98d5309331d50d42,,,,12,1,,,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Au-Cr-Cs-Dy,1,esopt_graph_risk,complete,budget-final-made-8ca7d92576ad4c90ccffa3d0,0,0.0,0.0,50,,d4faf89f1cb20f46ff2a6b0cf633001148cf9d38395efa263cf3abba517033fe,165495e775b6934649699d98ad5e3d83037ca5f9eb020b7d402ebe3da23ca23b,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Au-K-Tb,1,baseline,active,budget-final-made-bf45d389db6c5a3804655cb7,,,,48,7,,,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Au-K-Tb,1,esopt_graph_risk,complete,budget-final-made-8c995b568fd183ae5f7c6b0a,2,0.04,0.0136,50,,5fa13abc3b5d32798347ab367685acd4d205e88a4a625b26ef3b1e188b9fa42d,0edfef1d741a9a1b27f2a2cf047a325e5f501bcc922aab80820dd0fb910bf959,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Au-Tb-V-Y,1,baseline,active,budget-final-made-99ac8ae0e79f60c5b9a3d6ac,,,,7,0,,,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Au-Tb-V-Y,1,esopt_graph_risk,complete,budget-final-made-371f12d508cc3c279aba7dd8,0,0.0,0.0,50,,a2bf79863144f0c9468cf233fcbb03b5c2d2f78f25617d8eef47d94ddfa562f2,d5dfb5180c9c53088bb6075970be6f29a69916ac577c7288069e453280470844,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Ba-Be-Hf-Li,1,baseline,active,budget-final-made-b21b1bfa763e702ada5d4f06,,,,2,0,,,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Ba-Be-Hf-Li,1,esopt_graph_risk,complete,budget-final-made-0a553a8fca3b3c1b6a1c0a7a,0,0.0,0.0,50,,434d4ed6d8737ffd09c37005fc43c7ee6331114832e2d2dc1d7605e7885d6a37,c4a45262f5eaa22a192c376feb7b5983c595d32bfd8a6294160dc6efbb6d17ef,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Ba-Nd-Ni-W,1,baseline,active,budget-final-made-27b340ac02680a520001fad4,,,,0,0,,,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Ba-Nd-Ni-W,1,esopt_graph_risk,complete,budget-final-made-361749a605a9c1595ba3e5a1,0,0.0,0.0,50,,c49a8aa914b39d2fe6c28837011aabc790a0bce13a851a7f91b56227c4ea3162,d36d1955f2b7e3861b7fa55ff6f3b3f18cff783ef0bdf757dfd88581542e534a,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Ca-Fe-Gd-Pb-Tb,1,baseline,pending,,,,,,,,,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Ca-Fe-Gd-Pb-Tb,1,esopt_graph_risk,complete,budget-final-made-59acc7bb234561ecbe03bebe,0,0.0,0.0,50,,0afcd1dd9fe6f31391162a82f49b2691d01883c5408598514760ef19d6fb0b26,cea45a9497eecec7ae9773dbb8fcf5ad1f436e94e571b39d017a7510a273fefb,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Ca-Pd-Sn-W,1,baseline,pending,,,,,,,,,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Ca-Pd-Sn-W,1,esopt_graph_risk,complete,budget-final-made-87d829b3213cc2ccb26373e1,1,0.02,0.0396,50,,739271a50742905f353d97d8db4f309774a426a4485d9a96a3503b47f68ef7d5,910464ae4322eae9062f9088baf35c550ec852226ee63e9fb8b33ff76a57188c,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Cd-Gd-Mn-Na-Ta,1,baseline,pending,,,,,,,,,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Cd-Gd-Mn-Na-Ta,1,esopt_graph_risk,complete,budget-final-made-25d828a31bf2afcd937ff666,0,0.0,0.0,50,,7e85ee0b23022327c51e069ac1df5a581ce64bb390b78157daf69bcaee98bf88,1137374aa0d08e1cd2b89984543bfd230d24ee75f64de12d62b0a807d617da5e,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Cd-Li-Nd-Ti-W,1,baseline,pending,,,,,,,,,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Cd-Li-Nd-Ti-W,1,esopt_graph_risk,complete,budget-final-made-a1d56889c767262394b770e2,3,0.06,0.0844,50,,1ae1532a3985941977b646c2a64fd87802b2801ff6a9134a4967525a543fb329,242b859fb6832ac1414dff63ec9ac77bc7afe929178e20b1cfad713af8b770ed,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Ce-Er-Pb-Rh,1,baseline,pending,,,,,,,,,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Ce-Er-Pb-Rh,1,esopt_graph_risk,complete,budget-final-made-a9f42a5c3df0697d731894c9,9,0.18,0.206,50,,3644d5d42330764559333551f16744755c0dc633ca0f79c96a34dccc9e349455,f576cde468a2a462a990e076112e12ffe0040e2c2f2b4c4d73f40056f067f5d5,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Ce-Ir-Pt-Sn,1,baseline,pending,,,,,,,,,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Ce-Ir-Pt-Sn,1,esopt_graph_risk,complete,budget-final-made-bb8159ca9a49151f7902da49,11,0.22,0.2452,50,,7029148ac98670b2adf09b93fbcad0ea9ab9830597ebaed5656300bcb9eca7f5,a2ce9984386f07970b3aa72c07ebfe092fa9cc07bddbdf7381f172955b5543f9,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Co-Dy-Ta-Y,1,baseline,pending,,,,,,,,,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Co-Dy-Ta-Y,1,esopt_graph_risk,complete,budget-final-made-a69bf2fbb5e1c33fcc277477,11,0.22,0.1908,50,,e40b1e5eda91125936340156d6c9a512c78407d3a2d1673b6f23c1e6b3cf66e7,51d5c5796d229e5f1ea41a8c528121c2691eb56f44fc4dcb7119a60fc6308f29,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Co-Dy-W,1,baseline,complete,budget-final-made-4852659a8da421cffe472868,1,0.02,0.034,50,,2610870257d1d464304114f39555d4d87d07fb8c359ff6a36f073d1b91bb33fa,3d089efc7986f27c2351f1eeeaf8134a6793509deb722823d47f4d63c3679859,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Co-Dy-W,1,esopt_graph_risk,complete,budget-final-made-2aa23651070d557dd1798aaf,0,0.0,0.0,50,,e349aec9af0eef43cee81f7ed3869e2584093e7c4980e68873455af6f436250c,7b0afb0ac39f1875b5d51944403eb52e00f3c0f34b44363687825cb27d1b19c7,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Co-Hf-In-Ru-Tm,1,baseline,pending,,,,,,,,,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Co-Hf-In-Ru-Tm,1,esopt_graph_risk,complete,budget-final-made-696722e1920faee55ba5bb13,0,0.0,0.0,50,,0f3b85a0721449b295a749bd2850fb4928dbf022307237a71ec63f2543e076d3,7b5547de162e9b0d11a566078a037a67c1fe121e8072189c7e2f740f708f1101,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Co-Hg-Mg-Sr-W,1,baseline,pending,,,,,,,,,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Co-Hg-Mg-Sr-W,1,esopt_graph_risk,complete,budget-final-made-b6f6d11565bd714bb5123b47,4,0.08,0.1504,50,,42c458d1092e064b924d5d8fa2a6927c0ef4fb972f74bfc1a23f339657683fd7,a28ef7d6675df674ffd48d04ed21870a5bd7e9a3e35a5b688c772d5e7a3d7146,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Co-Mg-Na,1,baseline,active,budget-final-made-a4b419bfd299830e3ddd0ac9,,,,29,0,,,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Co-Mg-Na,1,esopt_graph_risk,complete,budget-final-made-867bc3d2d51a6f76a133984a,0,0.0,0.0,50,,763f49d288c3f75fabce7f1d43c57b868471acd25124f929cab4be0237cc31fa,4359f37d75f3fc7222afde6e9c44a504feb8a68bb912f924585275b81dd2db6e,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Co-Pd-Tl,1,baseline,active,budget-final-made-e5490b1842d80aa458d12c64,,,,44,29,,,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Co-Pd-Tl,1,esopt_graph_risk,complete,budget-final-made-b9d3f700f718a9f5be723b23,2,0.04,0.052,50,,94a2b34d91d7b112d4e635b7c55da6b560e99763006c223048c3032a979ef042,4bb6dab2b6dc497c7ae4caeaeb08f004f7cd03f2846c28d536e27c5fd2a16e05,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Cr-Fe-Lu-Pt-Sc,1,baseline,pending,,,,,,,,,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Cr-Fe-Lu-Pt-Sc,1,esopt_graph_risk,complete,budget-final-made-271c5a74480fa1c6c7400c98,0,0.0,0.0,50,,77d2690f4e1ccf4b2a35fcbe2b9fe887e8c205780a7bf8872723e911fdc13980,d8fb5c5369a7551b880dde8dd1bb70b363ab1874e6b31b184e3225100f2226a8,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Dy-K-Pd-Sm,1,baseline,pending,,,,,,,,,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Dy-K-Pd-Sm,1,esopt_graph_risk,complete,budget-final-made-050eede50ef4209f220a4efa,0,0.0,0.0,50,,57f85105039dde7361e868ee45a3e20c1f432c7aab73b3779ad89d354f01d44e,0e741fa03a28898ac1365620d77a37e0a1bb000b6a80351c62d354c30e862a95,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Eu-Nb-Sn-Tl,1,baseline,pending,,,,,,,,,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Eu-Nb-Sn-Tl,1,esopt_graph_risk,complete,budget-final-made-5e63c3eda07bc06010145cf3,0,0.0,0.0,50,,7988ad52ed88d83f34c1104b5a98471c5fee3f9be63af4b4259200b0a5c46bc6,195738f3d3674986a7deefd11fd48a248ed599c3f1acf55d67b35d76a7a9fa1b,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Ga-Ho-Lu,1,baseline,complete,budget-final-made-24b480a71e7c8ec3d54831ad,18,0.36,0.404,50,,ab6be74f4cdfb5e66752ea84d75030b372a8d27182fd506fbeec264fa941f3aa,fa82be695a71d707e66264124024f33ebea3e6f48565df4ab33727e82e0c6c4a,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Ga-Ho-Lu,1,esopt_graph_risk,complete,budget-final-made-3b2aabc82d30bd310fe51fa5,19,0.38,0.4356,50,,51566eee67f9947ec76a8edb88449fc6551c16ff82583771431b2ed03e3087ac,af7d4f00e50a97b4ae3185a942471696976d452c47bed0a3ea6bbe59898181ef,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Ga-Pt-Tm,1,baseline,active,budget-final-made-b6204e6724253ea7e4bf6271,,,,37,13,,,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Ga-Pt-Tm,1,esopt_graph_risk,complete,budget-final-made-393420e0fc1e90e5e8dfacef,13,0.26,0.3004,50,,baa2d6c2e7d8e3c5bf3173becf6b82ee7ef3f1e328b69fcf290f4ab754567021,974ec2e78ca56bd9dcf5b0d2e55849245a64acd6dd83d714c440a9a5ef6a386e,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Hf-Ni-Zr,1,baseline,active,budget-final-made-81aef4f866f8676dc3cfc1ef,,,,19,7,,,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Hf-Ni-Zr,1,esopt_graph_risk,complete,budget-final-made-abfe69c6d613d729f001ae4c,16,0.32,0.3608,50,,f6342ddf3c832ff70f0fc777a8b24811f450b68c9ae5976c4453c32eee094fa8,c49b49c2c2152c2c6a7fb92cd6c467d13c19e91df7fe4b23cd11d4660707151c,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Ho-In-Mg-Pd-Zr,1,baseline,pending,,,,,,,,,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Ho-In-Mg-Pd-Zr,1,esopt_graph_risk,complete,budget-final-made-76df2600b6fe395bf48ab5d6,0,0.0,0.0,50,,0915a23a1586d28405fdf17aaf3d616d794803b229af1451ca091b3f9fa9f092,2afae463f925c635c8be021333767e2907feaf996178420474dc7b934e93f51b,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Mg-Sn-Sr,1,baseline,active,budget-final-made-0e9440fea1447a2443ea9b28,,,,8,6,,,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
made,qwen35_4b,851bf6e806efd8d0a36b00ddf55e13ccb7b8cd0a,50,Mg-Sn-Sr,1,esopt_graph_risk,complete,budget-final-made-10d466b36bfb2baaad28c932,14,0.28,0.4152,50,,4f6dc68312dc37e2615d1692742317f56e5ca1368182d31a5ac9c40306ac5cff,958b387c97b585cde8291f1dd66e55800f09ade64876375e5be4b541aa3604d7,a262aab6be0639ee55bb33e1a2af98325ac2f511e774c54027e653c9ba59f507
