feature,family,cohort,n,train_mean,train_std,normalizer_std,std_floor_applied,mean,standardized_mean,max_abs_z,outside_train_range,abs_z_above3,abs_z_above5
graph.activation_q99,graph,first_scored,219,8.226945509147644,0.6696431086169945,0.6696431086169945,False,8.65217498387376,0.635009110456369,7.0627258553103305,29,21,16
graph.activation_std,graph,dev,50,0.5386711278447336,0.2670414361257541,0.2670414361257541,False,0.5105022421863451,-0.1054850740284491,2.017181811406469,0,0,0
graph.activation_std,graph,train,75,0.5386711278447336,0.2670414361257541,0.2670414361257541,False,0.5386711278447336,-1.697253448895708e-16,2.9945116039451936,0,0,0
graph.activation_std,graph,all_scored_candidates,239,0.5386711278447336,0.2670414361257541,0.2670414361257541,False,0.7433001144616991,0.7662817785349328,7.423440787759792,26,26,20
graph.activation_std,graph,selected,224,0.5386711278447336,0.2670414361257541,0.2670414361257541,False,0.7619967946357583,0.83629593231313,7.423440787759792,26,26,20
graph.activation_std,graph,first_scored,219,0.5386711278447336,0.2670414361257541,0.2670414361257541,False,0.7339241408850173,0.7311712214891476,7.137938641094235,22,22,16
graph.degree_max,graph,dev,50,470.8,36.95077807029237,36.95077807029237,False,469.18,-0.043842107923092864,3.5777325107610096,5,3,0
graph.degree_max,graph,train,75,470.8,36.95077807029237,36.95077807029237,False,470.8,-3.0106704166736148e-16,2.5764004162212415,0,0,0
graph.degree_max,graph,all_scored_candidates,239,470.8,36.95077807029237,36.95077807029237,False,578.9665271966527,2.927313925322083,8.313762687638292,131,96,16
graph.degree_max,graph,selected,224,470.8,36.95077807029237,36.95077807029237,False,576.6875,2.8656365448805325,8.313762687638292,121,88,11
graph.degree_max,graph,first_scored,219,470.8,36.95077807029237,36.95077807029237,False,575.5844748858448,2.8357853435862883,6.906485149366185,116,81,12
graph.degree_mean,graph,dev,50,4.729549345759665,1.1866037338805964,1.1866037338805964,False,5.165155548529287,0.36710334742082945,2.192854506912836,1,0,0
