feature,family,cohort,n,train_mean,train_std,normalizer_std,std_floor_applied,mean,standardized_mean,max_abs_z,outside_train_range,abs_z_above3,abs_z_above5
graph.layer_25_feature_count,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_25_feature_fraction,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_25_feature_fraction,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_25_feature_fraction,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_25_feature_fraction,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_25_feature_fraction,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_26_activation_mean,graph,dev,50,0.39387998580932615,1.6605523823303365,1.6605523823303365,False,0.1437797164916992,-0.15061269489532675,4.092075571406981,0,1,0
graph.layer_26_activation_mean,graph,train,75,0.39387998580932615,1.6605523823303365,1.6605523823303365,False,0.39387998580932615,1.924386576016938e-17,4.366342906106992,0,4,0
graph.layer_26_activation_mean,graph,all_scored_candidates,239,0.39387998580932615,1.6605523823303365,1.6605523823303365,False,1.165931035617738,0.4649362814589166,4.3663391730822925,0,39,0
graph.layer_26_activation_mean,graph,selected,224,0.39387998580932615,1.6605523823303365,1.6605523823303365,False,1.0261743409293038,0.3807735075677934,4.3663391730822925,0,32,0
graph.layer_26_activation_mean,graph,first_scored,219,0.39387998580932615,1.6605523823303365,1.6605523823303365,False,1.2083735687366177,0.49049556737515976,4.3663391730822925,0,37,0
graph.layer_26_feature_count,graph,dev,50,0.05333333333333334,0.2246973272847029,0.2246973272847029,False,0.04,-0.059339082909692684,8.663506104815129,1,1,1
graph.layer_26_feature_count,graph,train,75,0.05333333333333334,0.2246973272847029,0.2246973272847029,False,0.05333333333333334,-1.4802973661668755e-18,4.2130748865881795,0,4,0
graph.layer_26_feature_count,graph,all_scored_candidates,239,0.05333333333333334,0.2246973272847029,0.2246973272847029,False,0.401673640167364,1.5502645761009248,17.56436854126903,28,39,28
graph.layer_26_feature_count,graph,selected,224,0.05333333333333334,0.2246973272847029,0.2246973272847029,False,0.32142857142857145,1.1931394170770346,17.56436854126903,22,32,22
graph.layer_26_feature_count,graph,first_scored,219,0.05333333333333334,0.2246973272847029,0.2246973272847029,False,0.4018264840182648,1.5509447971464878,17.56436854126903,26,37,26
graph.layer_26_feature_fraction,graph,dev,50,0.010444444444444444,0.044702583679853684,0.044702583679853684,False,0.005714285714285714,-0.10581398972450201,6.157806073162129,1,1,1
graph.layer_26_feature_fraction,graph,train,75,0.010444444444444444,0.044702583679853684,0.044702583679853684,False,0.010444444444444444,5.921189464667502e-18,5.358874942691895,0,4,1
graph.layer_26_feature_fraction,graph,all_scored_candidates,239,0.010444444444444444,0.044702583679853684,0.044702583679853684,False,0.05649365743508003,1.0301241941724455,12.549255116923995,27,36,30
graph.layer_26_feature_fraction,graph,selected,224,0.010444444444444444,0.044702583679853684,0.044702583679853684,False,0.04757830215419501,0.8306870577256109,12.549255116923995,21,29,24
graph.layer_26_feature_fraction,graph,first_scored,219,0.010444444444444444,0.044702583679853684,0.044702583679853684,False,0.05708668551134304,1.0433902747307886,12.549255116923995,25,34,28
graph.layer_27_activation_mean,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_27_activation_mean,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_27_activation_mean,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_27_activation_mean,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_27_activation_mean,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_27_feature_count,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_27_feature_count,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_27_feature_count,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_27_feature_count,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_27_feature_count,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_27_feature_fraction,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_27_feature_fraction,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_27_feature_fraction,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_27_feature_fraction,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_27_feature_fraction,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_28_activation_mean,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_28_activation_mean,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_28_activation_mean,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_28_activation_mean,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_28_activation_mean,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_28_feature_count,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_28_feature_count,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_28_feature_count,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_28_feature_count,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_28_feature_count,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_28_feature_fraction,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_28_feature_fraction,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_28_feature_fraction,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_28_feature_fraction,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_28_feature_fraction,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_29_activation_mean,graph,dev,50,0.36572832107543946,1.5408440316387473,1.5408440316387473,False,0.13724274635314943,-0.14828598484383054,4.216136651853626,0,1,0
graph.layer_29_activation_mean,graph,train,75,0.36572832107543946,1.5408440316387473,1.5408440316387473,False,0.36572832107543946,-1.8133642735544223e-17,4.224106611122834,0,4,0
graph.layer_29_activation_mean,graph,all_scored_candidates,239,0.36572832107543946,1.5408440316387473,1.5408440316387473,False,0.8097627123030658,0.28817607889578456,4.429984950135983,12,28,0
graph.layer_29_activation_mean,graph,selected,224,0.36572832107543946,1.5408440316387473,1.5408440316387473,False,0.6747455362762723,0.20055061307677008,4.429984950135983,7,22,0
graph.layer_29_activation_mean,graph,first_scored,219,0.36572832107543946,1.5408440316387473,1.5408440316387473,False,0.7885983229772141,0.27444049703851986,4.429984950135983,11,25,0
graph.layer_29_feature_count,graph,dev,50,0.05333333333333334,0.2246973272847029,0.2246973272847029,False,0.02,-0.1483477072742317,4.2130748865881795,0,1,0
graph.layer_29_feature_count,graph,train,75,0.05333333333333334,0.2246973272847029,0.2246973272847029,False,0.05333333333333334,-1.4802973661668755e-18,4.2130748865881795,0,4,0
graph.layer_29_feature_count,graph,all_scored_candidates,239,0.05333333333333334,0.2246973272847029,0.2246973272847029,False,0.1506276150627615,0.4330015087636151,8.663506104815129,8,28,8
graph.layer_29_feature_count,graph,selected,224,0.05333333333333334,0.2246973272847029,0.2246973272847029,False,0.125,0.31894757063959805,8.663506104815129,6,22,6
graph.layer_29_feature_count,graph,first_scored,219,0.05333333333333334,0.2246973272847029,0.2246973272847029,False,0.1506849315068493,0.43325659165570124,8.663506104815129,8,25,8
graph.layer_29_feature_fraction,graph,dev,50,0.009682539682539681,0.04186205134614802,0.04186205134614802,False,0.002857142857142857,-0.1630449680776303,3.181272749235624,0,1,0
graph.layer_29_feature_fraction,graph,train,75,0.009682539682539681,0.04186205134614802,0.04186205134614802,False,0.009682539682539681,1.4062824978585317e-17,5.740699573710054,0,4,1
graph.layer_29_feature_fraction,graph,all_scored_candidates,239,0.009682539682539681,0.04186205134614802,0.04186205134614802,False,0.022761838347612407,0.3124380732545308,7.73136488163461,5,22,10
graph.layer_29_feature_fraction,graph,selected,224,0.009682539682539681,0.04186205134614802,0.04186205134614802,False,0.019933390022675735,0.2448721457860258,7.73136488163461,5,19,8
graph.layer_29_feature_fraction,graph,first_scored,219,0.009682539682539681,0.04186205134614802,0.04186205134614802,False,0.021986663767485686,0.2939207155236118,7.73136488163461,4,20,9
graph.layer_2_activation_mean,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_2_activation_mean,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_2_activation_mean,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_2_activation_mean,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_2_activation_mean,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_2_feature_count,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_2_feature_count,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_2_feature_count,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_2_feature_count,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_2_feature_count,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_2_feature_fraction,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_2_feature_fraction,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_2_feature_fraction,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_2_feature_fraction,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_2_feature_fraction,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_30_activation_mean,graph,dev,50,0.2964148775736491,1.463463342295628,1.463463342295628,False,0.0,-0.2025434249064857,0.2025434249064857,0,0,0
graph.layer_30_activation_mean,graph,train,75,0.2964148775736491,1.463463342295628,1.463463342295628,False,0.2964148775736491,-1.1842378929335004e-17,5.719569228302535,0,3,1
graph.layer_30_activation_mean,graph,all_scored_candidates,239,0.2964148775736491,1.463463342295628,1.463463342295628,False,0.34770425493248336,0.03504657470844496,5.125566865403696,0,12,1
graph.layer_30_activation_mean,graph,selected,224,0.2964148775736491,1.463463342295628,1.463463342295628,False,0.2115234544589406,-0.058007208422143,4.939299972398958,0,7,0
graph.layer_30_activation_mean,graph,first_scored,219,0.2964148775736491,1.463463342295628,1.463463342295628,False,0.31581980234956086,0.013259590599292161,5.125566865403696,0,10,1
graph.layer_30_feature_count,graph,dev,50,0.04,0.19595917942265423,0.19595917942265423,False,0.0,-0.20412414523193154,0.20412414523193154,0,0,0
graph.layer_30_feature_count,graph,train,75,0.04,0.19595917942265423,0.19595917942265423,False,0.04,-8.881784197001253e-18,4.898979485566357,0,3,0
graph.layer_30_feature_count,graph,all_scored_candidates,239,0.04,0.19595917942265423,0.19595917942265423,False,0.08368200836820083,0.22291381550432687,15.105186747162932,6,12,6
graph.layer_30_feature_count,graph,selected,224,0.04,0.19595917942265423,0.19595917942265423,False,0.044642857142857144,0.02369298114299204,15.105186747162932,2,7,2
graph.layer_30_feature_count,graph,first_scored,219,0.04,0.19595917942265423,0.19595917942265423,False,0.0776255707762557,0.19200718683916845,15.105186747162932,5,10,5
graph.layer_30_feature_fraction,graph,dev,50,0.00857142857142857,0.04528235095083033,0.04528235095083033,False,0.0,-0.18928850626010613,0.18928850626010613,0,0,0
graph.layer_30_feature_fraction,graph,train,75,0.00857142857142857,0.04528235095083033,0.04528235095083033,False,0.00857142857142857,3.552713678800501e-17,7.171931181632911,0,2,1
graph.layer_30_feature_fraction,graph,all_scored_candidates,239,0.00857142857142857,0.04528235095083033,0.04528235095083033,False,0.009832635983263598,0.02785207449154983,6.435809212843609,0,8,4
graph.layer_30_feature_fraction,graph,selected,224,0.00857142857142857,0.04528235095083033,0.04528235095083033,False,0.005493551587301587,-0.06797078595740498,6.435809212843609,0,4,2
graph.layer_30_feature_fraction,graph,first_scored,219,0.00857142857142857,0.04528235095083033,0.04528235095083033,False,0.009018264840182647,0.009867779816451538,6.435809212843609,0,7,3
graph.layer_31_activation_mean,graph,dev,50,7.500353242889283,0.3674475992546741,0.3674475992546741,False,7.333805697441101,-0.4532552281903739,2.5836214392603924,1,0,0
graph.layer_31_activation_mean,graph,train,75,7.500353242889283,0.3674475992546741,0.3674475992546741,False,7.500353242889283,-5.818493834889675e-16,2.4501261367706744,0,0,0
graph.layer_31_activation_mean,graph,all_scored_candidates,239,7.500353242889283,0.3674475992546741,0.3674475992546741,False,7.643074273580953,0.3884119286155711,6.642234408540286,33,14,4
graph.layer_31_activation_mean,graph,selected,224,7.500353242889283,0.3674475992546741,0.3674475992546741,False,7.651154297607995,0.41040152398490215,6.642234408540286,30,13,4
graph.layer_31_activation_mean,graph,first_scored,219,7.500353242889283,0.3674475992546741,0.3674475992546741,False,7.642067134634363,0.38567102365760625,6.642234408540286,28,10,4
graph.layer_31_feature_count,graph,dev,50,3.6933333333333334,1.1310565365572531,1.1310565365572531,False,4.34,0.5717368193061434,2.38125438144002,0,0,0
graph.layer_31_feature_count,graph,train,75,3.6933333333333334,1.1310565365572531,1.1310565365572531,False,3.6933333333333334,-2.960594732333751e-17,2.9235202306788364,0,0,0
graph.layer_31_feature_count,graph,all_scored_candidates,239,3.6933333333333334,1.1310565365572531,1.1310565365572531,False,3.8535564853556483,0.14165795152027294,3.807649332698646,2,2,0
graph.layer_31_feature_count,graph,selected,224,3.6933333333333334,1.1310565365572531,1.1310565365572531,False,3.9375,0.2158748557431701,3.807649332698646,2,2,0
graph.layer_31_feature_count,graph,first_scored,219,3.6933333333333334,1.1310565365572531,1.1310565365572531,False,3.863013698630137,0.15001934900025624,3.807649332698646,2,2,0
graph.layer_31_feature_fraction,graph,dev,50,0.9671746031746031,0.10910914832600105,0.10910914832600105,False,0.9914285714285714,0.22229087685206048,3.627065537745786,0,1,0
graph.layer_31_feature_fraction,graph,train,75,0.9671746031746031,0.10910914832600105,0.10910914832600105,False,0.9671746031746031,4.085620730620576e-16,4.281717989208005,0,3,0
graph.layer_31_feature_fraction,graph,all_scored_candidates,239,0.9671746031746031,0.10910914832600105,0.10910914832600105,False,0.9065318456531846,-0.555799018247558,7.031258285349324,18,29,15
graph.layer_31_feature_fraction,graph,selected,224,0.9671746031746031,0.10910914832600105,0.10910914832600105,False,0.9223214285714286,-0.41108536993763617,6.57300156932577,12,23,9
graph.layer_31_feature_fraction,graph,first_scored,219,0.9671746031746031,0.10910914832600105,0.10910914832600105,False,0.9071283612379503,-0.5503318727889258,7.031258285349324,16,27,13
graph.layer_3_activation_mean,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_3_activation_mean,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_3_activation_mean,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_3_activation_mean,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_3_activation_mean,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_3_feature_count,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_3_feature_count,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_3_feature_count,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_3_feature_count,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_3_feature_count,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_3_feature_fraction,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_3_feature_fraction,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_3_feature_fraction,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_3_feature_fraction,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_3_feature_fraction,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_4_activation_mean,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_4_activation_mean,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_4_activation_mean,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_4_activation_mean,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_4_activation_mean,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_4_feature_count,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_4_feature_count,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_4_feature_count,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_4_feature_count,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_4_feature_count,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_4_feature_fraction,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_4_feature_fraction,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_4_feature_fraction,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_4_feature_fraction,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_4_feature_fraction,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_5_activation_mean,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_5_activation_mean,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_5_activation_mean,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_5_activation_mean,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_5_activation_mean,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_5_feature_count,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_5_feature_count,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_5_feature_count,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_5_feature_count,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_5_feature_count,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_5_feature_fraction,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_5_feature_fraction,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_5_feature_fraction,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_5_feature_fraction,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_5_feature_fraction,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_6_activation_mean,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_6_activation_mean,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_6_activation_mean,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_6_activation_mean,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_6_activation_mean,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_6_feature_count,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_6_feature_count,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_6_feature_count,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_6_feature_count,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_6_feature_count,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_6_feature_fraction,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_6_feature_fraction,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_6_feature_fraction,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_6_feature_fraction,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_6_feature_fraction,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_7_activation_mean,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_7_activation_mean,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_7_activation_mean,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_7_activation_mean,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_7_activation_mean,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_7_feature_count,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_7_feature_count,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_7_feature_count,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_7_feature_count,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_7_feature_count,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_7_feature_fraction,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_7_feature_fraction,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_7_feature_fraction,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_7_feature_fraction,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_7_feature_fraction,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_8_activation_mean,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_8_activation_mean,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_8_activation_mean,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_8_activation_mean,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_8_activation_mean,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_8_feature_count,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_8_feature_count,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_8_feature_count,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_8_feature_count,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_8_feature_count,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_8_feature_fraction,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_8_feature_fraction,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_8_feature_fraction,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_8_feature_fraction,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_8_feature_fraction,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_9_activation_mean,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_9_activation_mean,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_9_activation_mean,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_9_activation_mean,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_9_activation_mean,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_9_feature_count,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_9_feature_count,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_9_feature_count,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_9_feature_count,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_9_feature_count,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_9_feature_fraction,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_9_feature_fraction,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_9_feature_fraction,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_9_feature_fraction,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_9_feature_fraction,graph,first_scored,219,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_metadata_missing,graph,dev,50,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_metadata_missing,graph,train,75,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_metadata_missing,graph,all_scored_candidates,239,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
graph.layer_metadata_missing,graph,selected,224,0.0,0.0,1.0,True,0.0,0.0,0.0,0,0,0
