model,fold,heldout_episode,optimizer_updates,split,auroc,brier,n,n_at_or_above_fixed_point6,nll,model_state_hash,source_sha256
external_only_control,1,collection-made-842d23cafa43e4f28a139ee9:episode:0,128,train,0.6699402786994029,0.18858534690323317,192,174,0.558318485486141,54219daf4907ab38947f90c9a0ef499ac7eb7ab6cd98fb3c700eaac797b447e7,0f86c4fe55695d87ba3ddf7d1f72af270eb496cb4c6614733895044b09f1a87c
external_only_control,1,collection-made-842d23cafa43e4f28a139ee9:episode:0,128,heldout_training_episode,0.5302897278314311,0.2412926538780607,101,89,0.6946695258993861,54219daf4907ab38947f90c9a0ef499ac7eb7ab6cd98fb3c700eaac797b447e7,0f86c4fe55695d87ba3ddf7d1f72af270eb496cb4c6614733895044b09f1a87c
external_only_control,1,collection-made-842d23cafa43e4f28a139ee9:episode:0,200,train,0.7608493696084938,0.16553574782365915,192,152,0.49818295099848964,b8a8503f9f6bccb0249b83ef87564c387c85fa3990c46da7f840da08c8522de4,6ef81e46d81a2a51e2fe78da0d4465c4cc28de3544e229213e65ce26b677e633
external_only_control,1,collection-made-842d23cafa43e4f28a139ee9:episode:0,200,heldout_training_episode,0.5263388937664618,0.2614261861823093,101,76,0.827796079573729,b8a8503f9f6bccb0249b83ef87564c387c85fa3990c46da7f840da08c8522de4,6ef81e46d81a2a51e2fe78da0d4465c4cc28de3544e229213e65ce26b677e633
external_only_control,2,collection-made-b5744f83a99f950e49cfafd4:episode:0,0,train,0.46005267778753295,0.2518298453386915,186,0,0.696808637009858,63ec081c047fb09ececdf0d177bcd6a28be1d22f67072122640b2ee445443133,09b699ca2d16f56e7046fdd4a1d51dc7d48d8c052ea86091e46b786b84583319
external_only_control,2,collection-made-b5744f83a99f950e49cfafd4:episode:0,0,heldout_training_episode,0.5149732620320856,0.25205441097519293,107,0,0.697257966524348,63ec081c047fb09ececdf0d177bcd6a28be1d22f67072122640b2ee445443133,09b699ca2d16f56e7046fdd4a1d51dc7d48d8c052ea86091e46b786b84583319
external_only_control,2,collection-made-b5744f83a99f950e49cfafd4:episode:0,2,train,0.479994983067854,0.2496849413829204,186,0,0.6925169152823576,cb369d1788f6e2c97d8fa7885aa2161a091411cc0fe791aba6982223f0fdc3f6,4c4c3b028d2e7404aee260375efa239fe7791f0e8d90200b15dbe38b82defced
external_only_control,2,collection-made-b5744f83a99f950e49cfafd4:episode:0,2,heldout_training_episode,0.5245989304812835,0.24808712095576546,107,0,0.6893200570770631,cb369d1788f6e2c97d8fa7885aa2161a091411cc0fe791aba6982223f0fdc3f6,4c4c3b028d2e7404aee260375efa239fe7791f0e8d90200b15dbe38b82defced
external_only_control,2,collection-made-b5744f83a99f950e49cfafd4:episode:0,4,train,0.5067101467452653,0.24765251297339247,186,0,0.6884509572699138,374ec14cded17c1cd5209072b57c75da88803ebc898f9d6c07dfaf13278d9884,4275190ffd56936df6596e45377045237c736316dac51ef2375629e48793d115
external_only_control,2,collection-made-b5744f83a99f950e49cfafd4:episode:0,4,heldout_training_episode,0.5342245989304812,0.244249930599337,107,0,0.6816425421779716,374ec14cded17c1cd5209072b57c75da88803ebc898f9d6c07dfaf13278d9884,4275190ffd56936df6596e45377045237c736316dac51ef2375629e48793d115
external_only_control,2,collection-made-b5744f83a99f950e49cfafd4:episode:0,8,train,0.575818387056315,0.2438092944577499,186,0,0.6807548188194611,2b724896cc6eea240e5af61dfc0c6aa46cf9d21ad95754a86fb4f0d9e2b8e1e5,c910f3ec73611c5756d52604895992b011f32c202b89a1baa595533cca1f9a2d
external_only_control,2,collection-made-b5744f83a99f950e49cfafd4:episode:0,8,heldout_training_episode,0.5352941176470588,0.23675624881782498,107,0,0.6666312564468192,2b724896cc6eea240e5af61dfc0c6aa46cf9d21ad95754a86fb4f0d9e2b8e1e5,c910f3ec73611c5756d52604895992b011f32c202b89a1baa595533cca1f9a2d
external_only_control,2,collection-made-b5744f83a99f950e49cfafd4:episode:0,16,train,0.5968895020694844,0.23648105553555732,186,0,0.6659756655530039,4d209d3efd8120c83f4d9b76d3836cd494a417e77787eafbb7c2282e90f1a43d,5e96dd595900ba10cc7d8a7477fbf1e5e49feb4ce4a0291489cc276a5630dba3
external_only_control,2,collection-made-b5744f83a99f950e49cfafd4:episode:0,16,heldout_training_episode,0.5331550802139038,0.22144730438940136,107,3,0.6357337837906598,4d209d3efd8120c83f4d9b76d3836cd494a417e77787eafbb7c2282e90f1a43d,5e96dd595900ba10cc7d8a7477fbf1e5e49feb4ce4a0291489cc276a5630dba3
external_only_control,2,collection-made-b5744f83a99f950e49cfafd4:episode:0,32,train,0.5971403486767841,0.22453854618265076,186,115,0.6407007027083691,02520133c47859d7ba880c3c95dd9e4cb587d54d2f9c6c0736b52486f6926805,9a96d85e34c65d6768e4a25b333345c94c9dc5fe8c0133dd59feeba07dd2a12f
external_only_control,2,collection-made-b5744f83a99f950e49cfafd4:episode:0,32,heldout_training_episode,0.5352941176470589,0.18998034115169302,107,73,0.5686382164769782,02520133c47859d7ba880c3c95dd9e4cb587d54d2f9c6c0736b52486f6926805,9a96d85e34c65d6768e4a25b333345c94c9dc5fe8c0133dd59feeba07dd2a12f
external_only_control,2,collection-made-b5744f83a99f950e49cfafd4:episode:0,64,train,0.6169572306534554,0.21896349683127803,186,133,0.6282264639890839,16b23e9014d7e001c89af14d382cf883ddbfec861e45c32184890feaf20dea2d,a4021fdac68a25207b985b3cf6aa03b5ad14484f17639262cb496a3b76b34f0d
external_only_control,2,collection-made-b5744f83a99f950e49cfafd4:episode:0,64,heldout_training_episode,0.5101604278074866,0.18718850711271595,107,84,0.5606511197167809,16b23e9014d7e001c89af14d382cf883ddbfec861e45c32184890feaf20dea2d,a4021fdac68a25207b985b3cf6aa03b5ad14484f17639262cb496a3b76b34f0d
external_only_control,2,collection-made-b5744f83a99f950e49cfafd4:episode:0,128,train,0.6912078264141477,0.20235141334389947,186,143,0.5852653625226528,e4540e107c9f7ee405ebef6d7a068d40d31e59dc031fa16a573092b9900e4c1b,6c526e2658e751ebaaecf75d3f5b1e58018063edc939676f04650fbc0f518b85
external_only_control,2,collection-made-b5744f83a99f950e49cfafd4:episode:0,128,heldout_training_episode,0.48342245989304816,0.19964067122485793,107,89,0.6102593914100499,e4540e107c9f7ee405ebef6d7a068d40d31e59dc031fa16a573092b9900e4c1b,6c526e2658e751ebaaecf75d3f5b1e58018063edc939676f04650fbc0f518b85
external_only_control,2,collection-made-b5744f83a99f950e49cfafd4:episode:0,200,train,0.8186379029223629,0.15968400298412175,186,110,0.47836222869526657,dd69329a2251b91f40dff3aa6e473932d19497398722ff0af6fe7b91c49be903,d345a45718d6e63f6919ac2c816d8f740add910020073b8168a07e2852ebf351
external_only_control,2,collection-made-b5744f83a99f950e49cfafd4:episode:0,200,heldout_training_episode,0.4689839572192513,0.24111750993600903,107,73,0.8897953585525831,dd69329a2251b91f40dff3aa6e473932d19497398722ff0af6fe7b91c49be903,d345a45718d6e63f6919ac2c816d8f740add910020073b8168a07e2852ebf351
