model,fit,optimizer_updates,last_epoch_started,last_weighted_BCE,last_state_hash,source_sha256
full_internal,fold_0,200,200,0.0009667708072811365,136048cabca644e7295f341a71a9019d7c0e7ed425bcfef15ed43ee430cb74d8,c6e61160995e965cfde9dcf7eb06d9f66c21ce717c7d60fbdb5e486cb97af360
full_internal,fold_1,200,200,0.001200248720124364,b8a85f10fe6d2ea80275fe2f6685c5e7d1280be88d2761a014668daf139b6cf0,04152fb741dc58a313415481250772271e1185afbee109e3c75288406f94c27b
full_internal,fold_2,200,200,0.001051417551934719,4e70ec22a7cd1efae1d2b0edf90a86f3cf9f7a912a409bd34c008db8fb292180,6ba2d6100b94c1372f62ad2d3840626b827a1e8a5e9fc9ecd484337e36066a0d
full_internal,all_train_final,8,4,0.6200792193412781,8e96152d32fbf78a95185b2990d5419a4df993896f09463f2dee7118312cb836,9408f6a59f9f3bd7c4b6ba38eec4f87cc6577b4da06e38deaac6f13acd9a7d3c
external_only_control,fold_0,200,200,0.4797036349773407,97959a679fac18e88156a1274c641a6ee024e922716d71b96eed1f4cc97a979b,2e481663d53d11e7f2fbebf60eb3f6797d209e8dae7a8332c704c3c124ccc1a0
external_only_control,fold_1,200,200,0.5062701106071472,b8a8503f9f6bccb0249b83ef87564c387c85fa3990c46da7f840da08c8522de4,800d2e19fa96ed3e784836ddc8d410ebe121dc5ffdf20c280744e5fe4c7f6e4e
external_only_control,fold_2,200,200,0.48065653443336487,dd69329a2251b91f40dff3aa6e473932d19497398722ff0af6fe7b91c49be903,9f603ec1b2eec77b3749f6e84dbfb34f8363daf13fba36db1dfc63ca2351a890
external_only_control,all_train_final,32,16,0.6340217590332031,899655440bb7dd943d5fb57ccb632c98e361fd44a650105d21079a6037f00f30,2fe97f141fd11f63d11dec758aa3db3d76bd10daa73d46a3c8de8e1c3db4966c
