variant,family,fit_rows,steps,weight_decay,actual_optimizer_updates,initial_tensor_hash,final_tensor_hash,temperature,log_temperature,calibration_nfev,calibration_objective,calibration_brier,calibration_nll,calibration_auroc,raw_model_seal_sha256
base84,Internal,84,25,0.0001,25,57d04dc561908f60354766560c8223cd3aa4770b2e89be18f43e44684722f27f,61be1177e700386971affff1660c9fad14eb76166c599bf5838f7adf5b51ca9c,1.1578956659049005,0.1466042765639676,11,0.25513774210232043,0.08101421213916016,0.2551377424188303,0.9638009049773759,53134db9f5dca73c954ee65e40abc55eb899762e724735acf68e86c59f4290e1
base84,OutputAction,84,100,0.01,100,bf956dcd049cc9efd993c2792297d8223cc615a9072958519c827e614cedc275,3ced11a1c9f7935ee60c3cf6dac926d6534bbe735ce961f59ebaf8da6e2d6001,1.9400308344782704,0.6627038670098917,12,0.345691600887131,0.09648261713393909,0.3456915938312645,0.9061085972850678,a4f70331278e9bfa5a95bdc996f214efd88370fe4752679e7d0b57fa68f73c17
with_ES,Internal,96,25,0.0001,25,57d04dc561908f60354766560c8223cd3aa4770b2e89be18f43e44684722f27f,01a016249dab41dd0a15ae48d5fd37c779ed2153d3cf8d1a27018df52f6643a6,0.9063457818305474,-0.09833438810230186,12,0.24501987506603176,0.07764660702884187,0.2450198796027109,0.9570135746606339,c6e554efd730c67c18dca73c681b2544ce2e2520005927eec09bb2c2648a451f
with_ES,OutputAction,96,100,0.01,100,bf956dcd049cc9efd993c2792297d8223cc615a9072958519c827e614cedc275,c1af52edbcb61c51b7475efd0a6948b6ba2f9c11e8784cc683f37109119c4b28,1.2317069202634394,0.2084009474145983,11,0.27559001851339227,0.07206702556027983,0.2755900855371646,0.9581447963800904,c17137d2887a2a571379f82c42ec33227b15f337495dd8ece32cb4cd3793a41b
with_milestones,Internal,87,25,0.0001,25,57d04dc561908f60354766560c8223cd3aa4770b2e89be18f43e44684722f27f,a9ef470c7aef60022bb024166037f01c631c4fe27f05c8d30bf371ea281f549d,1.2276614747701649,0.2051111197091708,11,0.26239312318366315,0.08228608894860696,0.26239312780290125,0.9581447963800909,cbdde068891019a6ffe08063ee5b1d283f55719b5b6565784106857dc1f3ba33
with_milestones,OutputAction,87,100,0.01,100,bf956dcd049cc9efd993c2792297d8223cc615a9072958519c827e614cedc275,a4f4d45962acffe6dedff0c6351d593c28cdbd467419143d4a04d4ad80422459,1.40210716700678,0.3379762243550069,11,0.29634540245600655,0.08317184380664686,0.29634539762574985,0.9355203619909507,b66498624b444c22bdfe8da14bcf66d8c7cb1ede79f2f87e8b729b812d379743
combined,Internal,99,25,0.0001,25,57d04dc561908f60354766560c8223cd3aa4770b2e89be18f43e44684722f27f,9ce07558fef81f9350d1356838d675a10b29e11cc7d2df19c8546fc8e927c99a,0.9705240572033251,-0.029919088217317785,13,0.25609447268655194,0.08042252372321707,0.25609446871368313,0.9536199095022628,4db0fbf27d8a0eb7779b6fc07bc38b481af0bd27e7a8043fb7c76494ef8e4faa
combined,OutputAction,99,100,0.01,100,bf956dcd049cc9efd993c2792297d8223cc615a9072958519c827e614cedc275,26d0cea7a8a09e997d7d3b02bc1a42a62537301a234dec5455912de131455804,0.7088738844806792,-0.3440776462966115,10,0.18242431686266414,0.057148811450533805,0.18242432577601367,0.9830316742081452,725f34470f4b170280f33fc43cd0b92e08d7392f9a84951758b55b90e3d434a2
