arm,budget,n_complete_seed_cohorts,planned_seed_cohorts,complete_15_run_cohort,variance_axis,ddof,incomplete_aggregate_policy,SUN_total_mean,SUN_total_sample_variance,SUN_total_sample_SD,SUN_macro_mean_mean,SUN_macro_mean_sample_variance,SUN_macro_mean_sample_SD,AUDC_macro_mean_mean,AUDC_macro_mean_sample_variance,AUDC_macro_mean_sample_SD,mSUN_macro_mean_mean,mSUN_macro_mean_sample_variance,mSUN_macro_mean_sample_SD
baseline_reference,10,3,3,True,three_seed_five_system_aggregate,1,no_UQ_cross_seed_aggregate_until_all_15_complete,7.333333333333333,0.3333333333333333,0.5773502691896257,1.4666666666666666,0.013333333333333357,0.11547005383792526,0.156,2.800000000000005e-05,0.005291502622129186,0.14666666666666667,0.0001333333333333334,0.011547005383792518
uq_only_support_aware,10,2,3,False,three_seed_five_system_aggregate,1,no_UQ_cross_seed_aggregate_until_all_15_complete,,,,,,,,,,,,
es_only_independent,10,3,3,True,three_seed_five_system_aggregate,1,no_UQ_cross_seed_aggregate_until_all_15_complete,5.666666666666667,0.3333333333333333,0.5773502691896257,1.1333333333333333,0.013333333333333329,0.11547005383792514,0.13133333333333333,0.0024653333333333337,0.04965212315030782,0.11333333333333334,0.00013333333333333329,0.011547005383792512
full_support_aware,10,3,3,True,three_seed_five_system_aggregate,1,no_UQ_cross_seed_aggregate_until_all_15_complete,6.666666666666667,0.3333333333333333,0.5773502691896257,1.3333333333333333,0.013333333333333329,0.11547005383792514,0.14400000000000002,0.0022360000000000006,0.04728636167014756,0.13333333333333333,0.0001333333333333332,0.011547005383792509
