run,transition,parameter_scope,parameter_tensor_count,parameter_numel,delta_entry_count,nonzero_delta_count,zero_delta_count,delta_l2_combined,state_changed,state_hash_before,state_hash_after,selected_generation,selected_matches_initial
MADE_ES_only,G0->G1,full,723,4539265536,723,723,0,23.81999667597458,True,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,1,False
MADE_ES_only,G1->G2,full,723,4539265536,723,723,0,23.82038028409913,True,d5204b6911ad1340555a2651137c7dad5855c1d759a71744609c9faaa5518df8,ddea1cb260c6ff0e9bea58edc7c22233c7498d073e4ee485476e5ea110e6f538,1,False
MADE_full,G0->G1,full,723,4539265536,723,723,0,23.819999449110107,True,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,954df9753384d513f37a7ca1801cf686829921c5fcba4ee30c74cfbc8d4fcc14,2,False
MADE_full,G1->G2,full,723,4539265536,723,723,0,23.82038167063678,True,954df9753384d513f37a7ca1801cf686829921c5fcba4ee30c74cfbc8d4fcc14,d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85,2,False
SnAr_ES_only,G0->G1,full,723,4539265536,723,0,723,0.0,False,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,0,True
SnAr_ES_only,G1->G2,full,723,4539265536,723,723,0,23.819911620973276,True,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,4350647bdeaa386a537c7d9b2fe5735f1cc25ec3e5c0de99590d552631e6e401,0,True
SnAr_full,G0->G1,full,723,4539265536,723,723,0,23.820569565192166,True,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516,a03c2fcb51222fffd5a36ac924e75e05c99044653331dee775238553f97eb785,0,True
SnAr_full,G1->G2,full,723,4539265536,723,723,0,23.819910234814802,True,a03c2fcb51222fffd5a36ac924e75e05c99044653331dee775238553f97eb785,1213e4919e34aaf1906f589317dc2a9ae420cdc80d7896aadbdab4e10b8f1bef,0,True
