branch,generation,mean_HV,mean_Brier,mean_invalid_rate,fitness,fitness_delta_from_G0,HV_contribution_to_delta,Brier_penalty_contribution_to_delta,invalid_penalty_contribution_to_delta,selected,weight_hash
full,0,0.664038905174998,0.09017243611693215,0.0,0.6550216615633048,0.0,0.0,-0.0,-0.0,True,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
full,1,0.6640401816574566,0.16697204706784002,0.0,0.6473429769506727,-0.007678684612632103,1.2764824586231072e-06,-0.007679961095090788,-0.0,False,a03c2fcb51222fffd5a36ac924e75e05c99044653331dee775238553f97eb785
full,2,0.6060286546683317,0.009042415534131602,0.0,0.6051244131149185,-0.04989724844838628,-0.058010250506666305,0.008113002058280055,-0.0,False,1213e4919e34aaf1906f589317dc2a9ae420cdc80d7896aadbdab4e10b8f1bef
es_only,0,0.6075581568140923,,0.0,0.6075581568140923,0.0,0.0,0,-0.0,True,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
es_only,1,0.6075581568140923,,0.0,0.6075581568140923,0.0,0.0,0,-0.0,False,6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
es_only,2,0.6060310543189413,,0.0,0.6060310543189413,-0.0015271024951509782,-0.0015271024951509782,0,-0.0,False,4350647bdeaa386a537c7d9b2fe5735f1cc25ec3e5c0de99590d552631e6e401
