population,feature,family,finite_n,missing_rate,train_min,train_p25,train_p50,train_p75,train_max,target_min,target_p25,target_p50,target_p75,target_max,median_shift_in_training_IQR,outside_training_range_n,outside_training_range_rate_among_finite,constant_training_feature
dev,hidden.layer_30.input_mean,hidden,50,0.0,0.00869318749755621,0.011755803599953651,0.012252576649188995,0.012721359729766846,0.013672319240868092,0.009651078842580318,0.011624041246250272,0.011918832082301378,0.01245852978900075,0.013697633519768715,-0.3456500938502524,1,0.02,False
dev,hidden.layer_30.input_rms,hidden,50,0.0,1.2460150718688965,1.254260003566742,1.255365252494812,1.2582951784133911,1.2654751539230347,1.2469602823257446,1.2541840374469757,1.255169153213501,1.2563591599464417,1.262325406074524,-0.04859746820484793,0,0.0,False
dev,hidden.layer_30.output_mean,hidden,50,0.0,-0.004049506038427353,-0.0034375902032479644,-0.0031864179763942957,-0.003015393507666886,-0.002682256978005171,-0.0038536798674613237,-0.003350177896209061,-0.0031564851524308324,-0.0029796771705150604,-0.0025082428473979235,0.07089781676823904,2,0.04,False
dev,hidden.layer_30.output_rms,hidden,50,0.0,0.31761834025382996,0.3302784860134125,0.3321262001991272,0.33619843423366547,0.3464723825454712,0.31922289729118347,0.3313395231962204,0.3322088122367859,0.3340074494481087,0.3412114679813385,0.013954858148262816,0,0.0,False
dev,hidden.layer_31.input_mean,hidden,50,0.0,0.01160159520804882,0.012573609594255686,0.012957804836332798,0.013135001994669437,0.014188684523105621,0.011434240266680717,0.012649364303797483,0.01296249683946371,0.013184316689148545,0.014325412921607494,0.00835779595066611,3,0.06,False
dev,hidden.layer_31.input_rms,hidden,50,0.0,1.1501988172531128,1.15951007604599,1.1603517532348633,1.1623538136482239,1.1676989793777466,1.1504651308059692,1.159397155046463,1.1601890921592712,1.1609781980514526,1.164397954940796,-0.057199748480402435,0,0.0,False
dev,hidden.layer_31.output_mean,hidden,50,0.0,-0.018298741430044174,-0.017335357144474983,-0.017146088182926178,-0.016926213167607784,-0.01629401184618473,-0.017814572900533676,-0.017267475370317698,-0.017122454941272736,-0.01694137044250965,-0.01661224104464054,0.05776265322149255,0,0.0,False
dev,hidden.layer_31.output_rms,hidden,50,0.0,0.8634429574012756,0.9062467813491821,0.9158471822738647,0.9345691800117493,1.0277893543243408,0.8932185769081116,0.9080773591995239,0.9175816476345062,0.9288252145051956,1.0156352519989014,0.06124005884197478,0,0.0,False
dev,hidden.layer_4.input_mean,hidden,50,0.0,0.005359018221497536,0.005687035387381911,0.005827572662383318,0.0059662023559212685,0.00648756418377161,0.005344697739928961,0.005592631874606013,0.00573518848977983,0.005877160467207432,0.006291283294558525,-0.33092802163112495,1,0.02,False
dev,hidden.layer_4.input_rms,hidden,50,0.0,0.6534102559089661,0.665865033864975,0.6666445732116699,0.6670963764190674,0.6683295369148254,0.6532495617866516,0.665547326207161,0.6661418974399567,0.6668021827936172,0.6674740314483643,-0.4082338988793959,1,0.02,False
dev,hidden.layer_4.output_mean,hidden,50,0.0,-0.00021560571622103453,-0.0002021967084147036,-0.00018540123710408807,-0.00016649490862619132,-0.0001248665212187916,-0.0002183561446145177,-0.00019130398868583143,-0.00018276979244546965,-0.00016330203652614728,-0.00013644873979501426,0.07370621857179133,2,0.04,False
dev,hidden.layer_4.output_rms,hidden,50,0.0,0.0300523079931736,0.03285310044884682,0.033011969178915024,0.033134449273347855,0.033340729773044586,0.03009144216775894,0.03272247314453125,0.03291257098317146,0.032999093644320965,0.033234644681215286,-0.3532916688734707,0,0.0,False
dev,hidden.layer_5.input_mean,hidden,50,0.0,0.00046443904284387827,0.000702495570294559,0.000901755120139569,0.0014465265558101237,0.0023594731464982033,0.00026938709197565913,0.0006959426827961579,0.0009146193915512413,0.0011688187660183758,0.0025079932529479265,0.017289967302582348,7,0.14,False
dev,hidden.layer_5.input_rms,hidden,50,0.0,0.7336916327476501,0.7431568503379822,0.7443750500679016,0.7454254031181335,0.7471150159835815,0.7337825298309326,0.7428837418556213,0.743632972240448,0.7444510012865067,0.7450684905052185,-0.32711508145034157,0,0.0,False
dev,hidden.layer_5.output_mean,hidden,50,0.0,-4.103703031432815e-05,0.00016325381875503808,0.00018569020903669298,0.00022867163352202624,0.0002850224555004388,-2.84568450297229e-05,0.00016063464499893598,0.00017639070574659854,0.00021008369731134735,0.0002683938655536622,-0.1421555171663614,0,0.0,False
dev,hidden.layer_5.output_rms,hidden,50,0.0,0.03907628357410431,0.04288272559642792,0.04306385666131973,0.0435190387070179,0.044519275426864624,0.03911740332841873,0.04285898059606552,0.043017974123358727,0.04314898047596216,0.04374826326966286,-0.07210685619610208,0,0.0,False
dev,hidden.layer_6.input_mean,hidden,50,0.0,0.010400746949017048,0.011413180734962225,0.011620225384831429,0.011929251719266176,0.012889073230326176,0.010391655378043652,0.011349886888638139,0.011628359090536833,0.011855707503855228,0.012801616452634335,0.015760827391554644,1,0.02,False
dev,hidden.layer_6.input_rms,hidden,50,0.0,0.8571165800094604,0.8638999462127686,0.8642386198043823,0.8653826117515564,0.8676528930664062,0.8572757244110107,0.8637662976980209,0.8641344904899597,0.8644930422306061,0.8654932379722595,-0.07023115577889447,0,0.0,False
dev,hidden.layer_6.output_mean,hidden,50,0.0,0.00011557726975297555,0.0002773238666122779,0.00029839761555194855,0.00032078096410259604,0.00037778011756017804,0.00011097384413005784,0.0002691295667318627,0.00029467244166880846,0.0003102773189311847,0.00035076687345281243,-0.08572072453688434,1,0.02,False
dev,hidden.layer_6.output_rms,hidden,50,0.0,0.052780069410800934,0.05513560399413109,0.05529684200882912,0.05555386655032635,0.05636122077703476,0.05274582654237747,0.05508892051875591,0.055288828909397125,0.05545506626367569,0.055822115391492844,-0.01915806068055203,1,0.02,False
dev,hidden.layer_7.input_mean,hidden,50,0.0,0.010747207328677177,0.011138095986098051,0.01134984940290451,0.011550260707736015,0.012151801027357578,0.010989075526595116,0.011262641288340092,0.01143721491098404,0.011579615529626608,0.012026311829686165,0.2119674574095854,0,0.0,False
dev,hidden.layer_7.input_rms,hidden,50,0.0,0.8004317879676819,0.8133310377597809,0.8139351010322571,0.8163359463214874,0.8213615417480469,0.8008495569229126,0.8135239034891129,0.8139997124671936,0.8146308660507202,0.8175553679466248,0.02150196374023089,0,0.0,False
dev,hidden.layer_7.output_mean,hidden,50,0.0,3.002694393217098e-05,9.556959048495628e-05,0.00012341364345047623,0.00014085967268329114,0.00027836699155159295,2.791876431729179e-05,9.76505998551147e-05,0.00010715177995734848,0.00012134314238210209,0.0001569597516208887,-0.359060145263451,1,0.02,False
dev,hidden.layer_7.output_rms,hidden,50,0.0,0.05126892402768135,0.05602676793932915,0.05626598000526428,0.05708114989101887,0.0587373785674572,0.05138549208641052,0.05610198341310024,0.0562953595072031,0.05641085095703602,0.05733894184231758,0.02786419275456792,0,0.0,False
dev,hidden.layer_8.input_mean,hidden,50,0.0,0.011909984983503819,0.014167943503707647,0.014540664851665497,0.015065734274685383,0.016576169058680534,0.01217080932110548,0.014193852664902806,0.014520502183586359,0.014845958910882473,0.016034144908189774,-0.02245809238736073,0,0.0,False
dev,hidden.layer_8.input_rms,hidden,50,0.0,0.8017079830169678,0.813208669424057,0.8141544461250305,0.816489964723587,0.8224071860313416,0.8018123507499695,0.8135421872138977,0.8140425086021423,0.8145455867052078,0.8181763291358948,-0.034113821728942256,0,0.0,False
dev,hidden.layer_8.output_mean,hidden,50,0.0,-0.0006269069854170084,-0.0005645703931804746,-0.0005422308458946645,-0.000499302870593965,-0.00034353166120126843,-0.0005744976224377751,-0.0005435414932435378,-0.0005221070896368474,-0.0004819354726350866,-0.0003332760534249246,0.3083272577282811,2,0.04,False
dev,hidden.layer_8.output_rms,hidden,50,0.0,0.048132944852113724,0.05238802172243595,0.05270380526781082,0.05330408364534378,0.05487363040447235,0.04823339357972145,0.05242368299514055,0.05259489826858044,0.052812227979302406,0.053745534271001816,-0.11888606709542565,0,0.0,False
dev,hidden.layer_9.input_mean,hidden,50,0.0,0.009025119245052338,0.009449031203985214,0.009627606719732285,0.009982443880289793,0.01070268452167511,0.009124018251895905,0.009451319463551044,0.00968970824033022,0.010023501934483647,0.011092325672507286,0.11642303109136225,2,0.04,False
dev,hidden.layer_9.input_rms,hidden,50,0.0,0.7963388562202454,0.8077427446842194,0.8085591793060303,0.8106754124164581,0.8163716197013855,0.7966563105583191,0.80789515376091,0.8082892894744873,0.8087175637483597,0.8120913505554199,-0.09202877931791391,0,0.0,False
dev,hidden.layer_9.output_mean,hidden,50,0.0,0.00013399457384366542,0.0002617973805172369,0.00030406954465433955,0.0003230220318073407,0.0004163836420048028,0.0001282955054193735,0.00025886793446261436,0.0002994714741362259,0.0003181581196258776,0.0003735529608093202,-0.07510162036409825,2,0.04,False
dev,hidden.layer_9.output_rms,hidden,50,0.0,0.04835169017314911,0.051797691732645035,0.052035167813301086,0.0524956788867712,0.053984902799129486,0.048561908304691315,0.051828556694090366,0.05195629596710205,0.05212171096354723,0.05287209898233414,-0.11299899393962036,0,0.0,False
dev,sampling.completion_count,sampling,50,0.0,32.0,36.0,45.0,50.0,52.0,32.0,40.0,46.0,50.0,52.0,0.07142857142857142,0,0.0,False
dev,sampling.mean_entropy,sampling,50,0.0,0.05376614660632854,0.1118442034234806,0.13376716509157296,0.16394540993725415,0.2327300412580371,0.056281160490185604,0.11704370162703774,0.14192401530409682,0.15635644068080995,0.21889420226216316,0.1565577989133034,0,0.0,False
dev,sampling.mean_logprob,sampling,50,0.0,-0.27251938660629094,-0.16931669902169344,-0.12901574525297904,-0.10883393921642279,-0.03762569810662951,-0.29065509177744386,-0.1765407641555952,-0.14147053729742765,-0.10951543780005708,-0.07132381409406661,-0.20592301152506692,1,0.02,False
dev,sampling.min_logprob,sampling,50,0.0,-3.797807216644287,-2.3335742950439453,-1.8626413345336914,-1.2920029163360596,-0.7570966482162476,-3.0745420455932617,-2.4625682830810547,-2.023610234260559,-1.4267680644989014,-0.7043346762657166,-0.15454428089849834,1,0.02,False
full_all_candidates,graph.activation_max,graph,239,0.036290322580645164,6.879843235015869,7.823474407196045,8.186887741088867,8.555687427520752,10.386173248291016,6.456315994262695,7.922881126403809,8.507219314575195,8.942124366760254,13.042732238769531,0.4374841263328996,34,0.14225941422594143,False
full_all_candidates,graph.activation_mean,graph,239,0.036290322580645164,6.692624409993489,7.260957309177943,7.438002872467041,7.699861749013265,8.400646209716797,6.456315994262695,7.211528480052948,7.499136845270793,7.848805606365204,9.941026329994202,0.13928766094662823,30,0.12552301255230125,False
full_all_candidates,graph.activation_missing,graph,239,0.036290322580645164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,True
full_all_candidates,graph.activation_q50,graph,239,0.036290322580645164,6.534737586975098,7.045977354049683,7.379246711730957,7.66068172454834,8.43862771987915,6.456315994262695,7.080253720283508,7.364563465118408,7.665085554122925,9.747570037841797,-0.023886680032285376,12,0.0502092050209205,False
full_all_candidates,graph.activation_q90,graph,239,0.036290322580645164,6.842477321624756,7.694790196418762,8.064454364776612,8.263207721710206,9.835565376281739,6.456315994262695,7.73988242149353,8.253876686096191,8.696603441238404,12.191361236572266,0.3332450406458831,34,0.14225941422594143,False
full_all_candidates,graph.activation_q99,graph,239,0.036290322580645164,6.876106643676758,7.811902914047241,8.17111415863037,8.544005966186523,10.331112461090088,6.456315994262695,7.910374386310577,8.486931219100953,8.89599264383316,12.956451206207275,0.4313833408394239,34,0.14225941422594143,False
full_all_candidates,graph.activation_std,graph,239,0.036290322580645164,0.0,0.3702107800870539,0.5234408813695781,0.6573177856540461,1.3383298070574934,0.0,0.43897760008662146,0.6326614792760196,0.8264422762253636,2.5210374168026077,0.38041773899159154,26,0.1087866108786611,False
full_all_candidates,graph.degree_max,graph,239,0.036290322580645164,413.0,445.0,462.0,490.5,566.0,479.0,546.0,570.0,604.0,778.0,2.3736263736263736,131,0.5481171548117155,False
