seed,query_n,scored_n,unscored_n,no_HVI_count_all,HVI_count_all,failure_rate_scored,mean_risk,Brier,log_loss,failure_AUROC,failure_AUPRC,failure_AP_prevalence_baseline,success_AUPRC,success_AP_prevalence_baseline,fixed_point5_TP,fixed_point5_FN,fixed_point5_FP,fixed_point5_TN,HV_increment_sum,HVI_positive_mean
5101,45,45,0,44,1,0.9777777777777777,0.1450417944126659,0.7266795908695955,2.114396581841603,0.9318181818181818,0.9984498793431136,0.9777777777777777,0.25,0.022222222222222223,1,43,0,1,6.96435639324644e-06,6.96435639324644e-06
5102,45,45,0,42,3,0.9333333333333333,0.19291026534305677,0.6155525389568062,1.6880603043428455,0.9047619047619048,0.9931930090602089,0.9333333333333333,0.37301587301587297,0.06666666666666667,3,39,0,3,9.643041661355767e-05,3.214347220451922e-05
5103,45,45,0,44,1,0.9777777777777777,0.18043025607864063,0.6784697839626646,1.9456324369295024,0.9545454545454546,0.9989784205693292,0.9777777777777777,0.3333333333333333,0.022222222222222223,3,41,0,1,5.0333777603661645e-06,5.0333777603661645e-06
5104,45,45,0,44,1,0.9777777777777777,0.1622123785316944,0.7010536015273702,2.0325708361329173,0.5909090909090909,0.9885570144931989,0.9777777777777777,0.05263157894736842,0.022222222222222223,2,42,0,1,5.0333777603661645e-06,5.0333777603661645e-06
5105,45,44,1,45,0,1.0,0.19710565417666326,0.6672153945045053,1.9077470135249206,,0.9999999999999994,1.0,,0.0,1,43,0,0,0.0,
