job_id,method,task_id,new_step,new_rpc_id,new_candidate_hash,new_formula,new_energy_eV_per_atom,new_local_hull_lowering_eV_per_atom,lost_step,lost_candidate_hash,lost_formula,lost_e_above_hull_before,lost_e_above_hull_after,official_threshold_eV_per_atom
budget-final-made-8aea41d2e366c782ee520a2b,esopt_graph_risk,Al-V-Zn,50,148,19ce2ea83412395bbdbe6b9fea1492e2fe7ca8b1158cc69386662cd5e6412dbd,Al1 V1 Zn2,-3.881805896759033,0.024861176808675722,27,a460d7c5b6aa5a4223bd3529ec770b9d2136127fc1c8d6eefcb030a937fac297,Al3 V2 Zn1,0.09810929828220072,0.10639635721842478,0.1
budget-final-made-45365b504c0ac1b190013103,baseline,Ce-Ir-Pt-Sn,20,98,e6b6fd2a6e7be9726313cae1e23bb4430e1a66b3659d47617f6536e21818f91c,Ce5 Ir4 Sn2,-7.361846923828125,0.020626751187746706,17,ee405db2c968ff0f0f941cf478833a61840ebb894f9e573c4ea998af249e7696,Ce5 Ir4 Sn2,0.09633672204556287,0.11696347323330958,0.1
budget-final-made-b6204e6724253ea7e4bf6271,baseline,Ga-Pt-Tm,26,104,39c800e40b090c149eee9cb79b71916f53d6ebfcfb4ea5b29d6894664fc2456b,Ga5 Pt9 Tm3,-5.795502606560202,0.023244493147905665,11,6e4adcf0165901f880aab7b0fb7a6bc28f10e73cdf48839c1661978c93f29ad3,Ga3 Pt4 Tm1,0.087728351354599,0.10377951463063528,0.1
budget-final-made-b6204e6724253ea7e4bf6271,baseline,Ga-Pt-Tm,26,104,39c800e40b090c149eee9cb79b71916f53d6ebfcfb4ea5b29d6894664fc2456b,Ga5 Pt9 Tm3,-5.795502606560202,0.023244493147905665,12,299bf8529ca956029cf4287bfa28e966811ae11bf492de1e88e0d13954a7d901,Ga3 Pt4 Tm1,0.09987005591392517,0.11592121918996146,0.1
budget-final-made-b6204e6724253ea7e4bf6271,baseline,Ga-Pt-Tm,26,104,39c800e40b090c149eee9cb79b71916f53d6ebfcfb4ea5b29d6894664fc2456b,Ga5 Pt9 Tm3,-5.795502606560202,0.023244493147905665,25,2c5aa96d685bf5c7802435c9f9a764b512dc10629f53192c466dd7384ce6a278,Ga3 Pt5 Tm3,0.09983639283613677,0.10702105435457998,0.1
