sample,side,graph_sha256,graph_path,selected_nodes,selected_layers,retained_nodes,retained_layers,selected_at_action_prediction_positions,retained_feature_direct_abs_share,seconds_historical_not_controlled,TC_devices,constants_device,selector_extra_backwards
w0p101a2,old,6be5451e8d1c4a318797a3a8b09af259cb90223161285763b450193b8493891f,experiments/discoveryworld_full_method_20260922/six_hour_subset_v1/train_prefix_enrichment_v1/runs/v1/graphs/discoveryworld_proteomics_normal_qwen35_4b_full_v1-collection_train-Baseline-w0-p101/graph_a0002.json,32,2,3,1,5,0.013084337722926505,144.04093258827925,cpu,cpu,0
w0p101a2,new,6d27e16147f7124a264a466c57d1430fa1ce4c84b67d573556b3b0c48f05b466,experiments/discoveryworld_full_method_20260922/six_hour_subset_v1/action_influence_selection_diagnostic_v1/runs/v1/graphs/w0p101a2.json,32,19,21,14,32,0.049688719986587845,126.0507123703137,cpu,cpu,1
w0p102a47,old,92c2bfa294f2df4778b9251e3c537a46861e4a4a0b1e239ad95ee9a4a512e8ec,experiments/discoveryworld_full_method_20260922/six_hour_subset_v1/runs/v4/graphs/discoveryworld_proteomics_normal_qwen35_4b_full_v1-collection_train-Baseline-w0-p102/graph_a0047.json,32,2,4,1,14,0.00908594524319175,159.0846744189039,cpu,cpu,0
w0p102a47,new,ffa518dfb76e75c3217561b7305904f6fa7c1aa36074b1b00ed03375dadbe41f,experiments/discoveryworld_full_method_20260922/six_hour_subset_v1/action_influence_selection_diagnostic_v1/runs/v1/graphs/w0p102a47.json,32,19,18,10,32,0.044374166928725686,141.34611179493368,cpu,cpu,1
w0p103a100,old,6ea08b7a42d46cdbb81bc5f39e710783bdd21e74482e5e6196eb7c2b79ee213f,experiments/discoveryworld_full_method_20260922/six_hour_subset_v1/runs/v4/graphs/discoveryworld_proteomics_normal_qwen35_4b_full_v1-collection_train-Baseline-w0-p103/graph_a0100.json,32,2,2,1,6,0.00792255343249173,182.1543778628111,cpu,cpu,0
w0p103a100,new,bf7d745aa95c91f5eacfb04a236e4a477262bc97245cec5c0147f7eab3ea46d1,experiments/discoveryworld_full_method_20260922/six_hour_subset_v1/action_influence_selection_diagnostic_v1/runs/v1/graphs/w0p103a100.json,32,18,20,11,32,0.051558873231140126,161.24573942553252,cpu,cpu,1
