seed,random_final_hv_gain,random_mean_querywise_hv_gain,gp_ei_scalarized_final_hv_gain,gp_ei_scalarized_mean_querywise_hv_gain,qwen_base_final_hv_gain,qwen_base_mean_querywise_hv_gain,uq_only_final_hv_gain,uq_only_mean_querywise_hv_gain,es_only_final_hv_gain,es_only_mean_querywise_hv_gain,random_controller_final_hv_gain,random_controller_mean_querywise_hv_gain,uq_esopt_final_hv_gain,uq_esopt_mean_querywise_hv_gain,full_minus_base_final_hv_gain,full_minus_base_mean_querywise_hv_gain
5101,0.00011427343240189014,8.45623399773987e-05,0.0001898906262521871,0.00013807783852324507,0.0,0.0,6.96435639324644e-06,6.96435639324644e-07,0.0,0.0,0.0,0.0,6.96435639324644e-06,6.96435639324644e-07,6.96435639324644e-06,6.96435639324644e-07
5102,0.0,0.0,0.0004322978624499152,0.0003772833356940919,5.067131242530998e-05,1.8241672473111593e-05,9.643041661355767e-05,6.65721509649031e-05,5.067131242530998e-05,1.8241672473111593e-05,0.0,0.0,9.643041661355767e-05,6.65721509649031e-05,4.575910418824769e-05,4.83304784917915e-05
5103,0.0,0.0,0.0004091447418058669,0.00023879177146250098,7.409102753641594e-05,2.3709128811653102e-05,5.0333777603661645e-06,3.2213617666343453e-06,7.409102753641594e-05,2.3709128811653102e-05,4.7595718605242254e-06,1.523062995367752e-06,5.0333777603661645e-06,3.2213617666343453e-06,-6.905764977604978e-05,-2.0487767045018758e-05
5104,0.0,0.0,0.0003614676625358637,0.00028887713352947707,0.00014074029356769824,3.9407282198955505e-05,5.0333777603661645e-06,4.1273697635002545e-06,0.00014074029356769824,3.9407282198955505e-05,0.0,0.0,5.0333777603661645e-06,4.1273697635002545e-06,-0.00013570691580733207,-3.527991243545525e-05
5105,1.773506950242254e-05,5.675222240775213e-06,0.00044252090615770623,0.00039090780296539005,0.0,0.0,0.0,0.0,0.0,0.0,0.00014180971038846302,5.579151869182564e-05,0.0,0.0,0.0,0.0
