arm,method,n_evaluation_seeds,final_hv_gain_mean,final_hv_gain_mean_scaled,final_hv_gain_sample_variance_ddof1,final_hv_gain_sample_variance_ddof1_scaled,final_hv_gain_SD,final_hv_gain_SD_scaled,mean_querywise_hv_gain_mean,mean_querywise_hv_gain_mean_scaled,mean_querywise_hv_gain_sample_variance_ddof1,mean_querywise_hv_gain_sample_variance_ddof1_scaled,mean_querywise_hv_gain_SD,mean_querywise_hv_gain_SD_scaled
random,Random,5,2.6401700380862535e-05,0.26401700380862536,2.4719252820402317e-09,0.24719252820402318,4.971846017366418e-05,0.4971846017366418,1.8047512443634783e-05,0.18047512443634783,1.3886084907298977e-09,0.13886084907298976,3.7264037499040515e-05,0.37264037499040514
gp_ei_scalarized,GP-EI (fixed scalarization),5,0.00036706435984030784,3.6706435984030783,1.078542842137666e-08,1.078542842137666,0.0001038529172501989,1.038529172501989,0.000286787576434941,2.86787576434941,1.0863263427552834e-08,1.0863263427552834,0.00010422698032444783,1.0422698032444784
qwen_base,Qwen baseline,5,5.310052670588483e-05,0.5310052670588483,3.441640703903815e-09,0.3441640703903815,5.866549841179068e-05,0.5866549841179068,1.627161669674404e-05,0.1627161669674404,2.809969360757887e-10,0.02809969360757887,1.676296322479378e-05,0.1676296322479378
uq_only,UQ-only,5,2.2692305705507287e-05,0.22692305705507287,1.7058234001081388e-09,0.17058234001081388,4.130161498183986e-05,0.4130161498183986,1.4923463626872468e-05,0.14923463626872469,8.365499565942078e-10,0.08365499565942078,2.8923173349309507e-05,0.28923173349309506
es_only,Independent ES-only (G0),5,5.310052670588483e-05,0.5310052670588483,3.441640703903815e-09,0.3441640703903815,5.866549841179068e-05,0.5866549841179068,1.627161669674404e-05,0.1627161669674404,2.809969360757887e-10,0.02809969360757887,1.676296322479378e-05,0.1676296322479378
random_controller,Random controller,5,2.931385644979745e-05,0.2931385644979745,3.959034146239649e-09,0.3959034146239649,6.292085621031908e-05,0.6292085621031908,1.1462916337438679e-05,0.11462916337438679,6.145052560081487e-10,0.061450525600814876,2.478921652671074e-05,0.2478921652671074
uq_esopt,Full: UQ + ES (G0),5,2.2692305705507287e-05,0.22692305705507287,1.7058234001081388e-09,0.17058234001081388,4.130161498183986e-05,0.4130161498183986,1.4923463626872468e-05,0.14923463626872469,8.365499565942078e-10,0.08365499565942078,2.8923173349309507e-05,0.28923173349309506
