NN_seed,calibration,population,policy_seed,bin,lower,upper,upper_inclusive,count,mean_predicted_no_HVI,observed_no_HVI_fraction
1731,calibrated,development,all,7,0.7,0.8,False,4,0.73856620490551,0.75
1731,calibrated,development,all,8,0.8,0.9,False,18,0.8673727346791161,0.9444444444444444
1731,calibrated,development,all,9,0.9,1.0,True,27,0.9325003999250906,0.8888888888888888
1731,calibrated,selected_test,5101,0,0.0,0.1,False,0,,
1731,calibrated,selected_test,5101,1,0.1,0.2,False,28,0.16292706770556314,0.9642857142857143
1731,calibrated,selected_test,5101,2,0.2,0.3,False,13,0.22591493794551262,1.0
1731,calibrated,selected_test,5101,3,0.3,0.4,False,1,0.30180028080940247,1.0
1731,calibrated,selected_test,5101,4,0.4,0.5,False,0,,
1731,calibrated,selected_test,5101,5,0.5,0.6,False,1,0.5646360516548157,1.0
1731,calibrated,selected_test,5101,6,0.6,0.7,False,0,,
1731,calibrated,selected_test,5101,7,0.7,0.8,False,1,0.7030575275421143,1.0
1731,calibrated,selected_test,5101,8,0.8,0.9,False,1,0.8022443652153015,1.0
1731,calibrated,selected_test,5101,9,0.9,1.0,True,0,,
1731,calibrated,selected_test,5102,0,0.0,0.1,False,0,,
1731,calibrated,selected_test,5102,1,0.1,0.2,False,28,0.16632467295442308,0.8928571428571429
1731,calibrated,selected_test,5102,2,0.2,0.3,False,9,0.2160238656732771,1.0
1731,calibrated,selected_test,5102,3,0.3,0.4,False,2,0.33943693339824677,1.0
1731,calibrated,selected_test,5102,4,0.4,0.5,False,2,0.4343095123767853,1.0
1731,calibrated,selected_test,5102,5,0.5,0.6,False,3,0.5367808143297831,1.0
1731,calibrated,selected_test,5102,6,0.6,0.7,False,1,0.6661521792411804,1.0
1731,calibrated,selected_test,5102,7,0.7,0.8,False,0,,
1731,calibrated,selected_test,5102,8,0.8,0.9,False,0,,
1731,calibrated,selected_test,5102,9,0.9,1.0,True,0,,
1731,calibrated,selected_test,5103,0,0.0,0.1,False,0,,
1731,calibrated,selected_test,5103,1,0.1,0.2,False,23,0.16065369740776395,0.9565217391304348
1731,calibrated,selected_test,5103,2,0.2,0.3,False,10,0.23280383199453353,1.0
1731,calibrated,selected_test,5103,3,0.3,0.4,False,3,0.35426637530326843,1.0
1731,calibrated,selected_test,5103,4,0.4,0.5,False,4,0.4299877658486366,1.0
1731,calibrated,selected_test,5103,5,0.5,0.6,False,2,0.5241360366344452,1.0
1731,calibrated,selected_test,5103,6,0.6,0.7,False,3,0.6407616138458252,1.0
1731,calibrated,selected_test,5103,7,0.7,0.8,False,0,,
1731,calibrated,selected_test,5103,8,0.8,0.9,False,0,,
1731,calibrated,selected_test,5103,9,0.9,1.0,True,0,,
1731,calibrated,selected_test,5104,0,0.0,0.1,False,0,,
1731,calibrated,selected_test,5104,1,0.1,0.2,False,25,0.1753004476428032,1.0
1731,calibrated,selected_test,5104,2,0.2,0.3,False,16,0.2297582197934389,0.9375
1731,calibrated,selected_test,5104,3,0.3,0.4,False,0,,
1731,calibrated,selected_test,5104,4,0.4,0.5,False,2,0.43831469118595123,1.0
1731,calibrated,selected_test,5104,5,0.5,0.6,False,0,,
1731,calibrated,selected_test,5104,6,0.6,0.7,False,1,0.676868200302124,1.0
1731,calibrated,selected_test,5104,7,0.7,0.8,False,1,0.7201541066169739,1.0
1731,calibrated,selected_test,5104,8,0.8,0.9,False,0,,
1731,calibrated,selected_test,5104,9,0.9,1.0,True,0,,
1731,calibrated,selected_test,5105,0,0.0,0.1,False,1,0.09815025329589844,1.0
1731,calibrated,selected_test,5105,1,0.1,0.2,False,23,0.16606764171434485,1.0
1731,calibrated,selected_test,5105,2,0.2,0.3,False,12,0.24625316013892493,1.0
1731,calibrated,selected_test,5105,3,0.3,0.4,False,2,0.3616963177919388,1.0
1731,calibrated,selected_test,5105,4,0.4,0.5,False,2,0.4722752571105957,1.0
1731,calibrated,selected_test,5105,5,0.5,0.6,False,1,0.5073049664497375,1.0
1731,calibrated,selected_test,5105,6,0.6,0.7,False,3,0.6571708917617798,1.0
1731,calibrated,selected_test,5105,7,0.7,0.8,False,0,,
1731,calibrated,selected_test,5105,8,0.8,0.9,False,0,,
1731,calibrated,selected_test,5105,9,0.9,1.0,True,0,,
