NN_seed,calibration,n,error_rate,auroc,error_auprc,brier,nll,ece,risk_coverage_auc,overconfident_error_rate_p_le_0_1,threshold,at_or_above_fixed_threshold
1729,raw,50,0.9,0.5688888888888889,0.9232747959318164,0.09316193223600039,0.3381104654596649,0.04480293273925782,0.8866071345135357,0.0,0.5,50
1729,calibrated,50,0.9,0.5688888888888889,0.9232747959318164,0.09342734912004978,0.3345507001337926,0.033142822980880726,0.8866071345135357,0.0,0.5,50
1730,raw,50,0.9,0.5644444444444444,0.9222600818680068,0.09189991385640191,0.33276433869072747,0.047464369535446166,0.8858100330642603,0.0,0.5,50
1730,calibrated,50,0.9,0.5644444444444444,0.9222600818680068,0.09216559505907618,0.3319168939532306,0.08555099129676816,0.8858100330642603,0.0,0.5,50
1731,raw,50,0.9,0.5822222222222222,0.9243814865552957,0.09099523738706139,0.3323208101451177,0.04475508928298952,0.8737862235404508,0.0,0.5,50
1731,calibrated,50,0.9,0.5822222222222222,0.9243814865552957,0.09117231015558352,0.328663436370167,0.05822008252143859,0.8737862235404508,0.0,0.5,50
