arm,signal,origin_or_head,support,horizon,weighting,bin,n,weight,prediction,observed_failure
full_support_aware,type,not_new,supported,original_type_label_horizon,per_decision,2,234,234.0,0.2670329498416521,0.23931623931623933
full_support_aware,type,not_new,supported,original_type_label_horizon,per_decision,3,335,335.0,0.3435527382995632,0.3164179104477612
full_support_aware,type,not_new,supported,original_type_label_horizon,per_decision,4,217,217.0,0.44239459678427656,0.34101382488479265
full_support_aware,type,not_new,supported,original_type_label_horizon,per_decision,5,66,66.0,0.5361020813593234,0.07575757575757576
full_support_aware,type,not_new,supported,original_type_label_horizon,per_decision,6,17,17.0,0.6304099464783913,0.0
full_support_aware,type,not_new,supported,original_type_label_horizon,per_decision,7,2,2.0,0.711547826444431,0.0
full_support_aware,type,not_new,supported,original_type_label_horizon,per_decision,8,0,0.0,,
full_support_aware,type,not_new,supported,original_type_label_horizon,per_decision,9,0,0.0,,
full_support_aware,type,not_new,supported,original_type_label_horizon,equal_observed_outcomes,0,18,10.0,0.0763774703349792,0.0
full_support_aware,type,not_new,supported,original_type_label_horizon,equal_observed_outcomes,1,12,6.2,0.16220083552096132,0.282258064516129
full_support_aware,type,not_new,supported,original_type_label_horizon,equal_observed_outcomes,2,234,139.65,0.2665019774680533,0.25277479412817755
full_support_aware,type,not_new,supported,original_type_label_horizon,equal_observed_outcomes,3,335,203.36666666666667,0.34461721169127274,0.3349450909686936
full_support_aware,type,not_new,supported,original_type_label_horizon,equal_observed_outcomes,4,217,137.16666666666666,0.4416229678189767,0.36695018226002435
full_support_aware,type,not_new,supported,original_type_label_horizon,equal_observed_outcomes,5,66,51.28333333333333,0.5379850897052206,0.06824829379265519
full_support_aware,type,not_new,supported,original_type_label_horizon,equal_observed_outcomes,6,17,13.833333333333334,0.6307269587321765,0.0
full_support_aware,type,not_new,supported,original_type_label_horizon,equal_observed_outcomes,7,2,1.5,0.7141723571275188,0.0
full_support_aware,type,not_new,supported,original_type_label_horizon,equal_observed_outcomes,8,0,0.0,,
full_support_aware,type,not_new,supported,original_type_label_horizon,equal_observed_outcomes,9,0,0.0,,
full_support_aware,type,not_new,unsupported,original_type_label_horizon,per_decision,0,3,3.0,0.08289227589520028,0.0
full_support_aware,type,not_new,unsupported,original_type_label_horizon,per_decision,1,27,27.0,0.13982572046838782,0.0
full_support_aware,type,not_new,unsupported,original_type_label_horizon,per_decision,2,16,16.0,0.2572840011161467,0.0
full_support_aware,type,not_new,unsupported,original_type_label_horizon,per_decision,3,7,7.0,0.359268326048232,0.0
full_support_aware,type,not_new,unsupported,original_type_label_horizon,per_decision,4,11,11.0,0.468850131893943,0.36363636363636365
full_support_aware,type,not_new,unsupported,original_type_label_horizon,per_decision,5,54,54.0,0.5603953039381216,0.2962962962962963
full_support_aware,type,not_new,unsupported,original_type_label_horizon,per_decision,6,98,98.0,0.6596327576087977,0.3163265306122449
full_support_aware,type,not_new,unsupported,original_type_label_horizon,per_decision,7,130,130.0,0.7407733714141975,0.4076923076923077
full_support_aware,type,not_new,unsupported,original_type_label_horizon,per_decision,8,28,28.0,0.8230933139761198,0.07142857142857142
full_support_aware,type,not_new,unsupported,original_type_label_horizon,per_decision,9,0,0.0,,
full_support_aware,type,not_new,unsupported,original_type_label_horizon,equal_observed_outcomes,0,3,3.0,0.08289227589520028,0.0
full_support_aware,type,not_new,unsupported,original_type_label_horizon,equal_observed_outcomes,1,27,18.642857142857142,0.14154424284991707,0.0
full_support_aware,type,not_new,unsupported,original_type_label_horizon,equal_observed_outcomes,2,16,12.2,0.2571984593866768,0.0
full_support_aware,type,not_new,unsupported,original_type_label_horizon,equal_observed_outcomes,3,7,4.0,0.36257421369957105,0.0
full_support_aware,type,not_new,unsupported,original_type_label_horizon,equal_observed_outcomes,4,11,7.976190476190476,0.4754602251573796,0.4388059701492537
full_support_aware,type,not_new,unsupported,original_type_label_horizon,equal_observed_outcomes,5,54,46.333333333333336,0.5585526313771094,0.31654676258992803
full_support_aware,type,not_new,unsupported,original_type_label_horizon,equal_observed_outcomes,6,98,68.5,0.6617547368245772,0.3333333333333333
full_support_aware,type,not_new,unsupported,original_type_label_horizon,equal_observed_outcomes,7,130,96.36666666666666,0.7399732447046743,0.44621238325838813
full_support_aware,type,not_new,unsupported,original_type_label_horizon,equal_observed_outcomes,8,28,11.980952380952381,0.8266202322820463,0.1669316375198728
full_support_aware,type,not_new,unsupported,original_type_label_horizon,equal_observed_outcomes,9,0,0.0,,
full_support_aware,type,tool_execution_failure,supported,original_type_label_horizon,per_decision,0,474,474.0,0.03882709745682696,0.09282700421940929
full_support_aware,type,tool_execution_failure,supported,original_type_label_horizon,per_decision,1,207,207.0,0.14140988049458947,0.1642512077294686
full_support_aware,type,tool_execution_failure,supported,original_type_label_horizon,per_decision,2,99,99.0,0.24650386324149515,0.18181818181818182
full_support_aware,type,tool_execution_failure,supported,original_type_label_horizon,per_decision,3,70,70.0,0.34727404921006094,0.11428571428571428
full_support_aware,type,tool_execution_failure,supported,original_type_label_horizon,per_decision,4,31,31.0,0.4432306639373937,0.16129032258064516
full_support_aware,type,tool_execution_failure,supported,original_type_label_horizon,per_decision,5,17,17.0,0.5401113499225082,0.11764705882352941
full_support_aware,type,tool_execution_failure,supported,original_type_label_horizon,per_decision,6,3,3.0,0.6125548016036197,0.0
full_support_aware,type,tool_execution_failure,supported,original_type_label_horizon,per_decision,7,0,0.0,,
full_support_aware,type,tool_execution_failure,supported,original_type_label_horizon,per_decision,8,0,0.0,,
full_support_aware,type,tool_execution_failure,supported,original_type_label_horizon,per_decision,9,0,0.0,,
full_support_aware,type,tool_execution_failure,supported,original_type_label_horizon,equal_observed_outcomes,0,474,474.0,0.03882709745682696,0.09282700421940929
full_support_aware,type,tool_execution_failure,supported,original_type_label_horizon,equal_observed_outcomes,1,207,207.0,0.14140988049458947,0.1642512077294686
full_support_aware,type,tool_execution_failure,supported,original_type_label_horizon,equal_observed_outcomes,2,99,99.0,0.24650386324149515,0.18181818181818182
full_support_aware,type,tool_execution_failure,supported,original_type_label_horizon,equal_observed_outcomes,3,70,70.0,0.34727404921006094,0.11428571428571428
full_support_aware,type,tool_execution_failure,supported,original_type_label_horizon,equal_observed_outcomes,4,31,31.0,0.4432306639373937,0.16129032258064516
full_support_aware,type,tool_execution_failure,supported,original_type_label_horizon,equal_observed_outcomes,5,17,17.0,0.5401113499225082,0.11764705882352941
full_support_aware,type,tool_execution_failure,supported,original_type_label_horizon,equal_observed_outcomes,6,3,3.0,0.6125548016036197,0.0
full_support_aware,type,tool_execution_failure,supported,original_type_label_horizon,equal_observed_outcomes,7,0,0.0,,
full_support_aware,type,tool_execution_failure,supported,original_type_label_horizon,equal_observed_outcomes,8,0,0.0,,
full_support_aware,type,tool_execution_failure,supported,original_type_label_horizon,equal_observed_outcomes,9,0,0.0,,
full_support_aware,type,tool_execution_failure,unsupported,original_type_label_horizon,per_decision,0,60,60.0,0.004915753914203558,0.05
full_support_aware,type,tool_execution_failure,unsupported,original_type_label_horizon,per_decision,1,3,3.0,0.15719010419303192,0.0
full_support_aware,type,tool_execution_failure,unsupported,original_type_label_horizon,per_decision,2,0,0.0,,
full_support_aware,type,tool_execution_failure,unsupported,original_type_label_horizon,per_decision,3,1,1.0,0.3379156857568247,1.0
full_support_aware,type,tool_execution_failure,unsupported,original_type_label_horizon,per_decision,4,0,0.0,,
full_support_aware,type,tool_execution_failure,unsupported,original_type_label_horizon,per_decision,5,2,2.0,0.5886132249289127,0.5
full_support_aware,type,tool_execution_failure,unsupported,original_type_label_horizon,per_decision,6,19,19.0,0.6559818898433059,0.21052631578947367
full_support_aware,type,tool_execution_failure,unsupported,original_type_label_horizon,per_decision,7,64,64.0,0.7541737111820024,0.140625
full_support_aware,type,tool_execution_failure,unsupported,original_type_label_horizon,per_decision,8,164,164.0,0.8508708124596968,0.09146341463414634
full_support_aware,type,tool_execution_failure,unsupported,original_type_label_horizon,per_decision,9,61,61.0,0.9229663118541311,0.26229508196721313
full_support_aware,type,tool_execution_failure,unsupported,original_type_label_horizon,equal_observed_outcomes,0,60,60.0,0.004915753914203558,0.05
full_support_aware,type,tool_execution_failure,unsupported,original_type_label_horizon,equal_observed_outcomes,1,3,3.0,0.15719010419303192,0.0
full_support_aware,type,tool_execution_failure,unsupported,original_type_label_horizon,equal_observed_outcomes,2,0,0.0,,
full_support_aware,type,tool_execution_failure,unsupported,original_type_label_horizon,equal_observed_outcomes,3,1,1.0,0.3379156857568247,1.0
full_support_aware,type,tool_execution_failure,unsupported,original_type_label_horizon,equal_observed_outcomes,4,0,0.0,,
full_support_aware,type,tool_execution_failure,unsupported,original_type_label_horizon,equal_observed_outcomes,5,2,2.0,0.5886132249289127,0.5
full_support_aware,type,tool_execution_failure,unsupported,original_type_label_horizon,equal_observed_outcomes,6,19,19.0,0.6559818898433059,0.21052631578947367
full_support_aware,type,tool_execution_failure,unsupported,original_type_label_horizon,equal_observed_outcomes,7,64,64.0,0.7541737111820024,0.140625
full_support_aware,type,tool_execution_failure,unsupported,original_type_label_horizon,equal_observed_outcomes,8,164,164.0,0.8508708124596968,0.09146341463414634
full_support_aware,type,tool_execution_failure,unsupported,original_type_label_horizon,equal_observed_outcomes,9,61,61.0,0.9229663118541311,0.26229508196721313
full_support_aware,type,unstable,supported,original_type_label_horizon,per_decision,0,0,0.0,,
full_support_aware,type,unstable,supported,original_type_label_horizon,per_decision,1,0,0.0,,
full_support_aware,type,unstable,supported,original_type_label_horizon,per_decision,2,0,0.0,,
full_support_aware,type,unstable,supported,original_type_label_horizon,per_decision,3,87,87.0,0.38120926330746324,0.6206896551724138
full_support_aware,type,unstable,supported,original_type_label_horizon,per_decision,4,628,628.0,0.4635655423139132,0.7404458598726115
full_support_aware,type,unstable,supported,original_type_label_horizon,per_decision,5,185,185.0,0.5165604087091026,0.7405405405405405
full_support_aware,type,unstable,supported,original_type_label_horizon,per_decision,6,1,1.0,0.604548816723052,1.0
full_support_aware,type,unstable,supported,original_type_label_horizon,per_decision,7,0,0.0,,
full_support_aware,type,unstable,supported,original_type_label_horizon,per_decision,8,0,0.0,,
full_support_aware,type,unstable,supported,original_type_label_horizon,per_decision,9,0,0.0,,
full_support_aware,type,unstable,supported,original_type_label_horizon,equal_observed_outcomes,0,0,0.0,,
full_support_aware,type,unstable,supported,original_type_label_horizon,equal_observed_outcomes,1,0,0.0,,
full_support_aware,type,unstable,supported,original_type_label_horizon,equal_observed_outcomes,2,0,0.0,,
full_support_aware,type,unstable,supported,original_type_label_horizon,equal_observed_outcomes,3,87,59.86666666666667,0.3797809380796728,0.7210467706013363
full_support_aware,type,unstable,supported,original_type_label_horizon,equal_observed_outcomes,4,628,386.47777777777776,0.4619170284894297,0.7444441250035937
full_support_aware,type,unstable,supported,original_type_label_horizon,equal_observed_outcomes,5,185,116.15555555555555,0.5195761395674754,0.6854792423952554
full_support_aware,type,unstable,supported,original_type_label_horizon,equal_observed_outcomes,6,1,0.5,0.604548816723052,1.0
full_support_aware,type,unstable,supported,original_type_label_horizon,equal_observed_outcomes,7,0,0.0,,
full_support_aware,type,unstable,supported,original_type_label_horizon,equal_observed_outcomes,8,0,0.0,,
full_support_aware,type,unstable,supported,original_type_label_horizon,equal_observed_outcomes,9,0,0.0,,
full_support_aware,type,unstable,unsupported,original_type_label_horizon,per_decision,0,0,0.0,,
full_support_aware,type,unstable,unsupported,original_type_label_horizon,per_decision,1,0,0.0,,
full_support_aware,type,unstable,unsupported,original_type_label_horizon,per_decision,2,0,0.0,,
full_support_aware,type,unstable,unsupported,original_type_label_horizon,per_decision,3,63,63.0,0.3553472718680981,0.8095238095238095
full_support_aware,type,unstable,unsupported,original_type_label_horizon,per_decision,4,33,33.0,0.47569542692532535,0.9090909090909091
full_support_aware,type,unstable,unsupported,original_type_label_horizon,per_decision,5,277,277.0,0.5327980285022285,0.8194945848375451
full_support_aware,type,unstable,unsupported,original_type_label_horizon,per_decision,6,1,1.0,0.628662394441523,1.0
full_support_aware,type,unstable,unsupported,original_type_label_horizon,per_decision,7,0,0.0,,
full_support_aware,type,unstable,unsupported,original_type_label_horizon,per_decision,8,0,0.0,,
full_support_aware,type,unstable,unsupported,original_type_label_horizon,per_decision,9,0,0.0,,
full_support_aware,type,unstable,unsupported,original_type_label_horizon,equal_observed_outcomes,0,0,0.0,,
full_support_aware,type,unstable,unsupported,original_type_label_horizon,equal_observed_outcomes,1,0,0.0,,
full_support_aware,type,unstable,unsupported,original_type_label_horizon,equal_observed_outcomes,2,0,0.0,,
full_support_aware,type,unstable,unsupported,original_type_label_horizon,equal_observed_outcomes,3,63,45.069047619047616,0.35584550256468556,0.7892123197210629
full_support_aware,type,unstable,unsupported,original_type_label_horizon,equal_observed_outcomes,4,33,14.18095238095238,0.4776424384413994,0.8589657488247145
full_support_aware,type,unstable,unsupported,original_type_label_horizon,equal_observed_outcomes,5,277,208.75,0.5328279759153189,0.8155688622754491
full_support_aware,type,unstable,unsupported,original_type_label_horizon,equal_observed_outcomes,6,1,1.0,0.628662394441523,1.0
full_support_aware,type,unstable,unsupported,original_type_label_horizon,equal_observed_outcomes,7,0,0.0,,
full_support_aware,type,unstable,unsupported,original_type_label_horizon,equal_observed_outcomes,8,0,0.0,,
full_support_aware,type,unstable,unsupported,original_type_label_horizon,equal_observed_outcomes,9,0,0.0,,
