task_id,budget,arm_minus_baseline,metric,paired_seeds,missing_paired_seeds,coverage,n,mean,sample_variance_ddof1,SD
Ce-Er-Pb-Rh,50,uq_only_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Er-Pb-Rh,50,uq_only_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Ir-Pt-Sn,50,uq_only_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Ir-Pt-Sn,50,uq_only_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Ir-Pt-Sn,50,uq_only_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-Ta-Y,50,uq_only_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-Ta-Y,50,uq_only_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-Ta-Y,50,uq_only_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Dy-K-Pd-Sm,50,uq_only_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Dy-K-Pd-Sm,50,uq_only_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Dy-K-Pd-Sm,50,uq_only_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Eu-Nb-Sn-Tl,50,uq_only_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Eu-Nb-Sn-Tl,50,uq_only_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Eu-Nb-Sn-Tl,50,uq_only_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ag-Nd-Pd-Pt-Tb,50,uq_only_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ag-Nd-Pd-Pt-Tb,50,uq_only_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ag-Nd-Pd-Pt-Tb,50,uq_only_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Hg-K-Mg-W,50,uq_only_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Hg-K-Mg-W,50,uq_only_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Hg-K-Mg-W,50,uq_only_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Lu-Pt-Rb-Sm,50,uq_only_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Lu-Pt-Rb-Sm,50,uq_only_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Lu-Pt-Rb-Sm,50,uq_only_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Fe-Gd-Pb-Tb,50,uq_only_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Fe-Gd-Pb-Tb,50,uq_only_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Fe-Gd-Pb-Tb,50,uq_only_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Gd-Mn-Na-Ta,50,uq_only_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Gd-Mn-Na-Ta,50,uq_only_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Gd-Mn-Na-Ta,50,uq_only_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Li-Nd-Ti-W,50,uq_only_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Li-Nd-Ti-W,50,uq_only_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Li-Nd-Ti-W,50,uq_only_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hf-In-Ru-Tm,50,uq_only_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hf-In-Ru-Tm,50,uq_only_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hf-In-Ru-Tm,50,uq_only_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hg-Mg-Sr-W,50,uq_only_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hg-Mg-Sr-W,50,uq_only_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hg-Mg-Sr-W,50,uq_only_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cr-Fe-Lu-Pt-Sc,50,uq_only_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cr-Fe-Lu-Pt-Sc,50,uq_only_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cr-Fe-Lu-Pt-Sc,50,uq_only_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ho-In-Mg-Pd-Zr,50,uq_only_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ho-In-Mg-Pd-Zr,50,uq_only_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ho-In-Mg-Pd-Zr,50,uq_only_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Li-V,10,es_only_independent,SUN,2;3;4,,complete_three_evaluation_seeds,3,-0.6666666666666666,2.333333333333333,1.5275252316519465
Al-Li-V,10,es_only_independent,mSUN,2;3;4,,complete_three_evaluation_seeds,3,-0.06666666666666667,0.02333333333333334,0.1527525231651947
Al-Li-V,10,es_only_independent,AUDC,2;3;4,,complete_three_evaluation_seeds,3,-0.02666666666666667,0.02463333333333333,0.1569500982265807
Al-V-Zn,10,es_only_independent,SUN,2;3;4,,complete_three_evaluation_seeds,3,-1.0,3.0,1.7320508075688772
Al-V-Zn,10,es_only_independent,mSUN,2;3;4,,complete_three_evaluation_seeds,3,-0.09999999999999999,0.030000000000000002,0.17320508075688773
Al-V-Zn,10,es_only_independent,AUDC,2;3;4,,complete_three_evaluation_seeds,3,-0.13666666666666666,0.02263333333333335,0.15044378795195681
Au-K-Tb,10,es_only_independent,SUN,2;3;4,,complete_three_evaluation_seeds,3,-0.3333333333333333,5.333333333333333,2.309401076758503
Au-K-Tb,10,es_only_independent,mSUN,2;3;4,,complete_three_evaluation_seeds,3,-0.03333333333333335,0.05333333333333336,0.23094010767585035
Au-K-Tb,10,es_only_independent,AUDC,2;3;4,,complete_three_evaluation_seeds,3,0.03666666666666667,0.014933333333333338,0.12220201853215576
Co-Dy-W,10,es_only_independent,SUN,2;3;4,,complete_three_evaluation_seeds,3,0.0,0.0,0.0
Co-Dy-W,10,es_only_independent,mSUN,2;3;4,,complete_three_evaluation_seeds,3,0.0,0.0,0.0
Co-Dy-W,10,es_only_independent,AUDC,2;3;4,,complete_three_evaluation_seeds,3,0.0,0.0,0.0
Co-Mg-Na,10,es_only_independent,SUN,2;3;4,,complete_three_evaluation_seeds,3,0.3333333333333333,0.33333333333333337,0.5773502691896258
Co-Mg-Na,10,es_only_independent,mSUN,2;3;4,,complete_three_evaluation_seeds,3,0.03333333333333333,0.003333333333333334,0.05773502691896258
Co-Mg-Na,10,es_only_independent,AUDC,2;3;4,,complete_three_evaluation_seeds,3,0.0033333333333333335,3.3333333333333335e-05,0.005773502691896258
Co-Pd-Tl,10,es_only_independent,SUN,2;3;4,,complete_three_evaluation_seeds,3,0.0,0.0,0.0
Co-Pd-Tl,10,es_only_independent,mSUN,2;3;4,,complete_three_evaluation_seeds,3,0.0,0.0,0.0
Co-Pd-Tl,10,es_only_independent,AUDC,2;3;4,,complete_three_evaluation_seeds,3,0.0,0.0,0.0
Ga-Ho-Lu,10,es_only_independent,SUN,2;3;4,,complete_three_evaluation_seeds,3,-1.6666666666666667,1.3333333333333335,1.1547005383792517
Ga-Ho-Lu,10,es_only_independent,mSUN,2;3;4,,complete_three_evaluation_seeds,3,-0.16666666666666666,0.01333333333333333,0.11547005383792514
Ga-Ho-Lu,10,es_only_independent,AUDC,2;3;4,,complete_three_evaluation_seeds,3,0.02999999999999999,0.0256,0.16
Ga-Pt-Tm,10,es_only_independent,SUN,2;3;4,,complete_three_evaluation_seeds,3,0.0,7.0,2.6457513110645907
Ga-Pt-Tm,10,es_only_independent,mSUN,2;3;4,,complete_three_evaluation_seeds,3,-1.850371707708594e-17,0.06999999999999999,0.264575131106459
Ga-Pt-Tm,10,es_only_independent,AUDC,2;3;4,,complete_three_evaluation_seeds,3,-0.026666666666666634,0.04043333333333333,0.20108041509140895
Hf-Ni-Zr,10,es_only_independent,SUN,2;3,4,partial_fewer_than_three_seeds,2,-4.0,2.0,1.4142135623730951
Hf-Ni-Zr,10,es_only_independent,mSUN,2;3,4,partial_fewer_than_three_seeds,2,-0.4,0.020000000000000004,0.14142135623730953
Hf-Ni-Zr,10,es_only_independent,AUDC,2;3,4,partial_fewer_than_three_seeds,2,-0.42,0.00019999999999999814,0.014142135623730885
Mg-Sn-Sr,10,es_only_independent,SUN,2;3,4,partial_fewer_than_three_seeds,2,-0.5,4.5,2.1213203435596424
Mg-Sn-Sr,10,es_only_independent,mSUN,2;3,4,partial_fewer_than_three_seeds,2,-0.04999999999999999,0.04499999999999998,0.2121320343559642
Mg-Sn-Sr,10,es_only_independent,AUDC,2;3,4,partial_fewer_than_three_seeds,2,0.065,0.0024499999999999965,0.04949747468305829
Au-Cr-Cs-Dy,10,es_only_independent,SUN,2;3,4,partial_fewer_than_three_seeds,2,2.0,8.0,2.8284271247461903
Au-Cr-Cs-Dy,10,es_only_independent,mSUN,2;3,4,partial_fewer_than_three_seeds,2,0.2,0.08000000000000002,0.28284271247461906
Au-Cr-Cs-Dy,10,es_only_independent,AUDC,2;3,4,partial_fewer_than_three_seeds,2,0.29,0.1682,0.41012193308819755
Au-Tb-V-Y,10,es_only_independent,SUN,2;3,4,partial_fewer_than_three_seeds,2,-1.0,2.0,1.4142135623730951
Au-Tb-V-Y,10,es_only_independent,mSUN,2;3,4,partial_fewer_than_three_seeds,2,-0.1,0.020000000000000004,0.14142135623730953
Au-Tb-V-Y,10,es_only_independent,AUDC,2;3,4,partial_fewer_than_three_seeds,2,-0.07,0.0242,0.15556349186104046
Ba-Be-Hf-Li,10,es_only_independent,SUN,2;3,4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Ba-Be-Hf-Li,10,es_only_independent,mSUN,2;3,4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Ba-Be-Hf-Li,10,es_only_independent,AUDC,2;3,4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Ba-Nd-Ni-W,10,es_only_independent,SUN,2;3,4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Ba-Nd-Ni-W,10,es_only_independent,mSUN,2;3,4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Ba-Nd-Ni-W,10,es_only_independent,AUDC,2;3,4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Ca-Pd-Sn-W,10,es_only_independent,SUN,2;3,4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Ca-Pd-Sn-W,10,es_only_independent,mSUN,2;3,4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Ca-Pd-Sn-W,10,es_only_independent,AUDC,2;3,4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Ce-Er-Pb-Rh,10,es_only_independent,SUN,2;3,4,partial_fewer_than_three_seeds,2,-1.0,2.0,1.4142135623730951
Ce-Er-Pb-Rh,10,es_only_independent,mSUN,2;3,4,partial_fewer_than_three_seeds,2,-0.09999999999999999,0.019999999999999997,0.1414213562373095
Ce-Er-Pb-Rh,10,es_only_independent,AUDC,2;3,4,partial_fewer_than_three_seeds,2,-0.04999999999999999,0.0049999999999999975,0.07071067811865474
Ce-Ir-Pt-Sn,10,es_only_independent,SUN,2;3,4,partial_fewer_than_three_seeds,2,-1.0,0.0,0.0
Ce-Ir-Pt-Sn,10,es_only_independent,mSUN,2;3,4,partial_fewer_than_three_seeds,2,-0.1,0.0,0.0
Ce-Ir-Pt-Sn,10,es_only_independent,AUDC,2;3,4,partial_fewer_than_three_seeds,2,-0.09,0.0007999999999999997,0.028284271247461894
Co-Dy-Ta-Y,10,es_only_independent,SUN,2;3,4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Co-Dy-Ta-Y,10,es_only_independent,mSUN,2;3,4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Co-Dy-Ta-Y,10,es_only_independent,AUDC,2;3,4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Dy-K-Pd-Sm,10,es_only_independent,SUN,2;3,4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Dy-K-Pd-Sm,10,es_only_independent,mSUN,2;3,4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Dy-K-Pd-Sm,10,es_only_independent,AUDC,2;3,4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Eu-Nb-Sn-Tl,10,es_only_independent,SUN,2;3,4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Eu-Nb-Sn-Tl,10,es_only_independent,mSUN,2;3,4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Eu-Nb-Sn-Tl,10,es_only_independent,AUDC,2;3,4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Ag-Nd-Pd-Pt-Tb,10,es_only_independent,SUN,2;3,4,partial_fewer_than_three_seeds,2,1.5,0.5,0.7071067811865476
Ag-Nd-Pd-Pt-Tb,10,es_only_independent,mSUN,2;3,4,partial_fewer_than_three_seeds,2,0.14999999999999997,0.004999999999999995,0.07071067811865471
Ag-Nd-Pd-Pt-Tb,10,es_only_independent,AUDC,2;3,4,partial_fewer_than_three_seeds,2,0.125,0.018050000000000004,0.13435028842544405
Al-Hg-K-Mg-W,10,es_only_independent,SUN,2;3,4,partial_fewer_than_three_seeds,2,-3.5,24.5,4.949747468305833
Al-Hg-K-Mg-W,10,es_only_independent,mSUN,2;3,4,partial_fewer_than_three_seeds,2,-0.35,0.24499999999999997,0.49497474683058323
Al-Hg-K-Mg-W,10,es_only_independent,AUDC,2;3,4,partial_fewer_than_three_seeds,2,-0.385,0.29645,0.5444722215136416
Al-Lu-Pt-Rb-Sm,10,es_only_independent,SUN,2;3,4,partial_fewer_than_three_seeds,2,-1.5,4.5,2.1213203435596424
Al-Lu-Pt-Rb-Sm,10,es_only_independent,mSUN,2;3,4,partial_fewer_than_three_seeds,2,-0.15,0.045,0.21213203435596426
Al-Lu-Pt-Rb-Sm,10,es_only_independent,AUDC,2;3,4,partial_fewer_than_three_seeds,2,-0.115,0.02645,0.16263455967290594
Ca-Fe-Gd-Pb-Tb,10,es_only_independent,SUN,2;3,4,partial_fewer_than_three_seeds,2,0.5,0.5,0.7071067811865476
Ca-Fe-Gd-Pb-Tb,10,es_only_independent,mSUN,2;3,4,partial_fewer_than_three_seeds,2,0.05,0.005000000000000001,0.07071067811865477
Ca-Fe-Gd-Pb-Tb,10,es_only_independent,AUDC,2;3,4,partial_fewer_than_three_seeds,2,0.025,0.0012500000000000002,0.03535533905932738
Cd-Gd-Mn-Na-Ta,10,es_only_independent,SUN,2;3,4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Cd-Gd-Mn-Na-Ta,10,es_only_independent,mSUN,2;3,4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Cd-Gd-Mn-Na-Ta,10,es_only_independent,AUDC,2;3,4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Cd-Li-Nd-Ti-W,10,es_only_independent,SUN,2;3,4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Cd-Li-Nd-Ti-W,10,es_only_independent,mSUN,2;3,4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Cd-Li-Nd-Ti-W,10,es_only_independent,AUDC,2;3,4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Co-Hf-In-Ru-Tm,10,es_only_independent,SUN,2;3,4,partial_fewer_than_three_seeds,2,-0.5,0.5,0.7071067811865476
Co-Hf-In-Ru-Tm,10,es_only_independent,mSUN,2;3,4,partial_fewer_than_three_seeds,2,-0.05,0.005000000000000001,0.07071067811865477
Co-Hf-In-Ru-Tm,10,es_only_independent,AUDC,2;3,4,partial_fewer_than_three_seeds,2,-0.21500000000000002,0.00405,0.06363961030678927
Co-Hg-Mg-Sr-W,10,es_only_independent,SUN,2;3,4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Co-Hg-Mg-Sr-W,10,es_only_independent,mSUN,2;3,4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Co-Hg-Mg-Sr-W,10,es_only_independent,AUDC,2;3,4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Cr-Fe-Lu-Pt-Sc,10,es_only_independent,SUN,2;3,4,partial_fewer_than_three_seeds,2,-2.0,8.0,2.8284271247461903
Cr-Fe-Lu-Pt-Sc,10,es_only_independent,mSUN,2;3,4,partial_fewer_than_three_seeds,2,-0.2,0.08000000000000002,0.28284271247461906
Cr-Fe-Lu-Pt-Sc,10,es_only_independent,AUDC,2;3,4,partial_fewer_than_three_seeds,2,-0.17,0.05780000000000001,0.2404163056034262
Ho-In-Mg-Pd-Zr,10,es_only_independent,SUN,2;3,4,partial_fewer_than_three_seeds,2,-1.0,0.0,0.0
Ho-In-Mg-Pd-Zr,10,es_only_independent,mSUN,2;3,4,partial_fewer_than_three_seeds,2,-0.1,0.0,0.0
Ho-In-Mg-Pd-Zr,10,es_only_independent,AUDC,2;3,4,partial_fewer_than_three_seeds,2,-0.12000000000000001,0.005000000000000001,0.07071067811865477
Al-Li-V,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Li-V,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Li-V,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-V-Zn,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-V-Zn,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-V-Zn,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-K-Tb,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-K-Tb,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-K-Tb,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-W,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-W,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-W,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Mg-Na,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Mg-Na,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Mg-Na,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Pd-Tl,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Pd-Tl,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Pd-Tl,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ga-Ho-Lu,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ga-Ho-Lu,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ga-Ho-Lu,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ga-Pt-Tm,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ga-Pt-Tm,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ga-Pt-Tm,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Hf-Ni-Zr,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Hf-Ni-Zr,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Hf-Ni-Zr,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Mg-Sn-Sr,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Mg-Sn-Sr,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Mg-Sn-Sr,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-Cr-Cs-Dy,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-Cr-Cs-Dy,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-Cr-Cs-Dy,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-Tb-V-Y,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-Tb-V-Y,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-Tb-V-Y,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ba-Be-Hf-Li,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ba-Be-Hf-Li,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ba-Be-Hf-Li,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ba-Nd-Ni-W,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ba-Nd-Ni-W,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ba-Nd-Ni-W,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Pd-Sn-W,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Pd-Sn-W,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Pd-Sn-W,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Er-Pb-Rh,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Er-Pb-Rh,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Er-Pb-Rh,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Ir-Pt-Sn,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Ir-Pt-Sn,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Ir-Pt-Sn,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-Ta-Y,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-Ta-Y,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-Ta-Y,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Dy-K-Pd-Sm,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Dy-K-Pd-Sm,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Dy-K-Pd-Sm,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Eu-Nb-Sn-Tl,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Eu-Nb-Sn-Tl,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Eu-Nb-Sn-Tl,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ag-Nd-Pd-Pt-Tb,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ag-Nd-Pd-Pt-Tb,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ag-Nd-Pd-Pt-Tb,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Hg-K-Mg-W,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Hg-K-Mg-W,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Hg-K-Mg-W,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Lu-Pt-Rb-Sm,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Lu-Pt-Rb-Sm,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Lu-Pt-Rb-Sm,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Fe-Gd-Pb-Tb,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Fe-Gd-Pb-Tb,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Fe-Gd-Pb-Tb,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Gd-Mn-Na-Ta,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Gd-Mn-Na-Ta,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Gd-Mn-Na-Ta,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Li-Nd-Ti-W,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Li-Nd-Ti-W,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Li-Nd-Ti-W,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hf-In-Ru-Tm,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hf-In-Ru-Tm,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hf-In-Ru-Tm,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hg-Mg-Sr-W,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hg-Mg-Sr-W,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hg-Mg-Sr-W,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cr-Fe-Lu-Pt-Sc,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cr-Fe-Lu-Pt-Sc,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cr-Fe-Lu-Pt-Sc,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ho-In-Mg-Pd-Zr,30,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ho-In-Mg-Pd-Zr,30,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ho-In-Mg-Pd-Zr,30,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Li-V,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
