task_id,budget,arm_minus_baseline,metric,paired_seeds,missing_paired_seeds,coverage,n,mean,sample_variance_ddof1,SD
Al-Li-V,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Li-V,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-V-Zn,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-V-Zn,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-V-Zn,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-K-Tb,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-K-Tb,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-K-Tb,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-W,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-W,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-W,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Mg-Na,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Mg-Na,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Mg-Na,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Pd-Tl,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Pd-Tl,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Pd-Tl,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ga-Ho-Lu,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ga-Ho-Lu,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ga-Ho-Lu,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ga-Pt-Tm,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ga-Pt-Tm,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ga-Pt-Tm,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Hf-Ni-Zr,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Hf-Ni-Zr,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Hf-Ni-Zr,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Mg-Sn-Sr,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Mg-Sn-Sr,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Mg-Sn-Sr,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-Cr-Cs-Dy,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-Cr-Cs-Dy,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-Cr-Cs-Dy,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-Tb-V-Y,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-Tb-V-Y,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-Tb-V-Y,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ba-Be-Hf-Li,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ba-Be-Hf-Li,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ba-Be-Hf-Li,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ba-Nd-Ni-W,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ba-Nd-Ni-W,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ba-Nd-Ni-W,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Pd-Sn-W,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Pd-Sn-W,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Pd-Sn-W,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Er-Pb-Rh,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Er-Pb-Rh,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Er-Pb-Rh,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Ir-Pt-Sn,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Ir-Pt-Sn,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Ir-Pt-Sn,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-Ta-Y,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-Ta-Y,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-Ta-Y,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Dy-K-Pd-Sm,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Dy-K-Pd-Sm,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Dy-K-Pd-Sm,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Eu-Nb-Sn-Tl,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Eu-Nb-Sn-Tl,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Eu-Nb-Sn-Tl,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ag-Nd-Pd-Pt-Tb,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ag-Nd-Pd-Pt-Tb,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ag-Nd-Pd-Pt-Tb,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Hg-K-Mg-W,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Hg-K-Mg-W,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Hg-K-Mg-W,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Lu-Pt-Rb-Sm,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Lu-Pt-Rb-Sm,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Lu-Pt-Rb-Sm,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Fe-Gd-Pb-Tb,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Fe-Gd-Pb-Tb,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Fe-Gd-Pb-Tb,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Gd-Mn-Na-Ta,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Gd-Mn-Na-Ta,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Gd-Mn-Na-Ta,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Li-Nd-Ti-W,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Li-Nd-Ti-W,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Li-Nd-Ti-W,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hf-In-Ru-Tm,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hf-In-Ru-Tm,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hf-In-Ru-Tm,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hg-Mg-Sr-W,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hg-Mg-Sr-W,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hg-Mg-Sr-W,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cr-Fe-Lu-Pt-Sc,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cr-Fe-Lu-Pt-Sc,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cr-Fe-Lu-Pt-Sc,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ho-In-Mg-Pd-Zr,50,es_only_independent,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ho-In-Mg-Pd-Zr,50,es_only_independent,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ho-In-Mg-Pd-Zr,50,es_only_independent,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Li-V,10,full_support_aware,SUN,2;3;4,,complete_three_evaluation_seeds,3,-0.3333333333333333,2.3333333333333335,1.5275252316519468
Al-Li-V,10,full_support_aware,mSUN,2;3;4,,complete_three_evaluation_seeds,3,-0.03333333333333333,0.023333333333333334,0.15275252316519466
Al-Li-V,10,full_support_aware,AUDC,2;3;4,,complete_three_evaluation_seeds,3,0.016666666666666677,0.011233333333333338,0.10598742063723099
Al-V-Zn,10,full_support_aware,SUN,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Al-V-Zn,10,full_support_aware,mSUN,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Al-V-Zn,10,full_support_aware,AUDC,2,3;4,partial_fewer_than_three_seeds,1,-0.08000000000000002,,
Au-K-Tb,10,full_support_aware,SUN,2,3;4,partial_fewer_than_three_seeds,1,-4.0,,
Au-K-Tb,10,full_support_aware,mSUN,2,3;4,partial_fewer_than_three_seeds,1,-0.4,,
Au-K-Tb,10,full_support_aware,AUDC,2,3;4,partial_fewer_than_three_seeds,1,-0.26,,
Co-Dy-W,10,full_support_aware,SUN,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Co-Dy-W,10,full_support_aware,mSUN,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Co-Dy-W,10,full_support_aware,AUDC,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Co-Mg-Na,10,full_support_aware,SUN,2,3;4,partial_fewer_than_three_seeds,1,2.0,,
Co-Mg-Na,10,full_support_aware,mSUN,2,3;4,partial_fewer_than_three_seeds,1,0.2,,
Co-Mg-Na,10,full_support_aware,AUDC,2,3;4,partial_fewer_than_three_seeds,1,0.08,,
Co-Pd-Tl,10,full_support_aware,SUN,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Co-Pd-Tl,10,full_support_aware,mSUN,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Co-Pd-Tl,10,full_support_aware,AUDC,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Ga-Ho-Lu,10,full_support_aware,SUN,2,3;4,partial_fewer_than_three_seeds,1,-1.0,,
Ga-Ho-Lu,10,full_support_aware,mSUN,2,3;4,partial_fewer_than_three_seeds,1,-0.10000000000000003,,
Ga-Ho-Lu,10,full_support_aware,AUDC,2,3;4,partial_fewer_than_three_seeds,1,0.13,,
Ga-Pt-Tm,10,full_support_aware,SUN,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Ga-Pt-Tm,10,full_support_aware,mSUN,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Ga-Pt-Tm,10,full_support_aware,AUDC,2,3;4,partial_fewer_than_three_seeds,1,-0.05999999999999994,,
Hf-Ni-Zr,10,full_support_aware,SUN,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Hf-Ni-Zr,10,full_support_aware,mSUN,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Hf-Ni-Zr,10,full_support_aware,AUDC,2,3;4,partial_fewer_than_three_seeds,1,-0.12,,
Mg-Sn-Sr,10,full_support_aware,SUN,2,3;4,partial_fewer_than_three_seeds,1,-2.0,,
Mg-Sn-Sr,10,full_support_aware,mSUN,2,3;4,partial_fewer_than_three_seeds,1,-0.19999999999999996,,
Mg-Sn-Sr,10,full_support_aware,AUDC,2,3;4,partial_fewer_than_three_seeds,1,0.09999999999999998,,
Au-Cr-Cs-Dy,10,full_support_aware,SUN,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Au-Cr-Cs-Dy,10,full_support_aware,mSUN,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Au-Cr-Cs-Dy,10,full_support_aware,AUDC,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Au-Tb-V-Y,10,full_support_aware,SUN,2,3;4,partial_fewer_than_three_seeds,1,-1.0,,
Au-Tb-V-Y,10,full_support_aware,mSUN,2,3;4,partial_fewer_than_three_seeds,1,-0.1,,
Au-Tb-V-Y,10,full_support_aware,AUDC,2,3;4,partial_fewer_than_three_seeds,1,-0.11,,
Ba-Be-Hf-Li,10,full_support_aware,SUN,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Ba-Be-Hf-Li,10,full_support_aware,mSUN,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Ba-Be-Hf-Li,10,full_support_aware,AUDC,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Ba-Nd-Ni-W,10,full_support_aware,SUN,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Ba-Nd-Ni-W,10,full_support_aware,mSUN,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Ba-Nd-Ni-W,10,full_support_aware,AUDC,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Ca-Pd-Sn-W,10,full_support_aware,SUN,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Ca-Pd-Sn-W,10,full_support_aware,mSUN,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Ca-Pd-Sn-W,10,full_support_aware,AUDC,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Ce-Er-Pb-Rh,10,full_support_aware,SUN,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Ce-Er-Pb-Rh,10,full_support_aware,mSUN,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Ce-Er-Pb-Rh,10,full_support_aware,AUDC,2,3;4,partial_fewer_than_three_seeds,1,-0.07999999999999999,,
Ce-Ir-Pt-Sn,10,full_support_aware,SUN,2,3;4,partial_fewer_than_three_seeds,1,-1.0,,
Ce-Ir-Pt-Sn,10,full_support_aware,mSUN,2,3;4,partial_fewer_than_three_seeds,1,-0.1,,
Ce-Ir-Pt-Sn,10,full_support_aware,AUDC,2,3;4,partial_fewer_than_three_seeds,1,-0.07,,
Co-Dy-Ta-Y,10,full_support_aware,SUN,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Co-Dy-Ta-Y,10,full_support_aware,mSUN,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Co-Dy-Ta-Y,10,full_support_aware,AUDC,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Dy-K-Pd-Sm,10,full_support_aware,SUN,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Dy-K-Pd-Sm,10,full_support_aware,mSUN,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Dy-K-Pd-Sm,10,full_support_aware,AUDC,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Eu-Nb-Sn-Tl,10,full_support_aware,SUN,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Eu-Nb-Sn-Tl,10,full_support_aware,mSUN,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Eu-Nb-Sn-Tl,10,full_support_aware,AUDC,2,3;4,partial_fewer_than_three_seeds,1,0.0,,
Ag-Nd-Pd-Pt-Tb,10,full_support_aware,SUN,2,3;4,partial_fewer_than_three_seeds,1,3.0,,
Ag-Nd-Pd-Pt-Tb,10,full_support_aware,mSUN,2,3;4,partial_fewer_than_three_seeds,1,0.30000000000000004,,
Ag-Nd-Pd-Pt-Tb,10,full_support_aware,AUDC,2,3;4,partial_fewer_than_three_seeds,1,0.27,,
Al-Hg-K-Mg-W,10,full_support_aware,SUN,2,3;4,partial_fewer_than_three_seeds,1,-7.0,,
Al-Hg-K-Mg-W,10,full_support_aware,mSUN,2,3;4,partial_fewer_than_three_seeds,1,-0.7,,
Al-Hg-K-Mg-W,10,full_support_aware,AUDC,2,3;4,partial_fewer_than_three_seeds,1,-0.77,,
Al-Lu-Pt-Rb-Sm,10,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Lu-Pt-Rb-Sm,10,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Lu-Pt-Rb-Sm,10,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Fe-Gd-Pb-Tb,10,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Fe-Gd-Pb-Tb,10,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Fe-Gd-Pb-Tb,10,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Gd-Mn-Na-Ta,10,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Gd-Mn-Na-Ta,10,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Gd-Mn-Na-Ta,10,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Li-Nd-Ti-W,10,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Li-Nd-Ti-W,10,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Li-Nd-Ti-W,10,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hf-In-Ru-Tm,10,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hf-In-Ru-Tm,10,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hf-In-Ru-Tm,10,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hg-Mg-Sr-W,10,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hg-Mg-Sr-W,10,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hg-Mg-Sr-W,10,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cr-Fe-Lu-Pt-Sc,10,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cr-Fe-Lu-Pt-Sc,10,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cr-Fe-Lu-Pt-Sc,10,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ho-In-Mg-Pd-Zr,10,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ho-In-Mg-Pd-Zr,10,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ho-In-Mg-Pd-Zr,10,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Li-V,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Li-V,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Li-V,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-V-Zn,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-V-Zn,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-V-Zn,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-K-Tb,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-K-Tb,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-K-Tb,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-W,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-W,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-W,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Mg-Na,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Mg-Na,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Mg-Na,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Pd-Tl,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Pd-Tl,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Pd-Tl,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ga-Ho-Lu,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ga-Ho-Lu,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ga-Ho-Lu,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ga-Pt-Tm,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ga-Pt-Tm,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ga-Pt-Tm,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Hf-Ni-Zr,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Hf-Ni-Zr,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Hf-Ni-Zr,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Mg-Sn-Sr,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Mg-Sn-Sr,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Mg-Sn-Sr,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-Cr-Cs-Dy,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-Cr-Cs-Dy,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-Cr-Cs-Dy,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-Tb-V-Y,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-Tb-V-Y,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-Tb-V-Y,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ba-Be-Hf-Li,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ba-Be-Hf-Li,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ba-Be-Hf-Li,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ba-Nd-Ni-W,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ba-Nd-Ni-W,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ba-Nd-Ni-W,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Pd-Sn-W,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Pd-Sn-W,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Pd-Sn-W,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Er-Pb-Rh,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Er-Pb-Rh,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Er-Pb-Rh,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Ir-Pt-Sn,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Ir-Pt-Sn,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Ir-Pt-Sn,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-Ta-Y,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-Ta-Y,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-Ta-Y,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Dy-K-Pd-Sm,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Dy-K-Pd-Sm,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Dy-K-Pd-Sm,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Eu-Nb-Sn-Tl,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Eu-Nb-Sn-Tl,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Eu-Nb-Sn-Tl,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ag-Nd-Pd-Pt-Tb,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ag-Nd-Pd-Pt-Tb,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ag-Nd-Pd-Pt-Tb,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Hg-K-Mg-W,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Hg-K-Mg-W,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Hg-K-Mg-W,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Lu-Pt-Rb-Sm,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Lu-Pt-Rb-Sm,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Lu-Pt-Rb-Sm,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Fe-Gd-Pb-Tb,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Fe-Gd-Pb-Tb,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
