task_id,budget,arm,metric,observed_seeds,missing_seeds,planned_seeds,coverage,n,mean,sample_variance_ddof1,SD
Ce-Ir-Pt-Sn,10,uq_only_support_aware,mSUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.4,,
Ce-Ir-Pt-Sn,10,uq_only_support_aware,AUDC,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.16,,
Ce-Ir-Pt-Sn,10,es_only_independent,SUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Ce-Ir-Pt-Sn,10,es_only_independent,mSUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Ce-Ir-Pt-Sn,10,es_only_independent,AUDC,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Ce-Ir-Pt-Sn,10,full_support_aware,SUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Ce-Ir-Pt-Sn,10,full_support_aware,mSUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Ce-Ir-Pt-Sn,10,full_support_aware,AUDC,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Co-Dy-Ta-Y,10,baseline_reference,SUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Co-Dy-Ta-Y,10,baseline_reference,mSUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Co-Dy-Ta-Y,10,baseline_reference,AUDC,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Co-Dy-Ta-Y,10,uq_only_support_aware,SUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Co-Dy-Ta-Y,10,uq_only_support_aware,mSUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Co-Dy-Ta-Y,10,uq_only_support_aware,AUDC,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Co-Dy-Ta-Y,10,es_only_independent,SUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Co-Dy-Ta-Y,10,es_only_independent,mSUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Co-Dy-Ta-Y,10,es_only_independent,AUDC,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Co-Dy-Ta-Y,10,full_support_aware,SUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Co-Dy-Ta-Y,10,full_support_aware,mSUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Co-Dy-Ta-Y,10,full_support_aware,AUDC,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Dy-K-Pd-Sm,10,baseline_reference,SUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Dy-K-Pd-Sm,10,baseline_reference,mSUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Dy-K-Pd-Sm,10,baseline_reference,AUDC,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Dy-K-Pd-Sm,10,uq_only_support_aware,SUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Dy-K-Pd-Sm,10,uq_only_support_aware,mSUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Dy-K-Pd-Sm,10,uq_only_support_aware,AUDC,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Dy-K-Pd-Sm,10,es_only_independent,SUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Dy-K-Pd-Sm,10,es_only_independent,mSUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Dy-K-Pd-Sm,10,es_only_independent,AUDC,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Dy-K-Pd-Sm,10,full_support_aware,SUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Dy-K-Pd-Sm,10,full_support_aware,mSUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Dy-K-Pd-Sm,10,full_support_aware,AUDC,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Eu-Nb-Sn-Tl,10,baseline_reference,SUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Eu-Nb-Sn-Tl,10,baseline_reference,mSUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Eu-Nb-Sn-Tl,10,baseline_reference,AUDC,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Eu-Nb-Sn-Tl,10,uq_only_support_aware,SUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Eu-Nb-Sn-Tl,10,uq_only_support_aware,mSUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Eu-Nb-Sn-Tl,10,uq_only_support_aware,AUDC,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Eu-Nb-Sn-Tl,10,es_only_independent,SUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Eu-Nb-Sn-Tl,10,es_only_independent,mSUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Eu-Nb-Sn-Tl,10,es_only_independent,AUDC,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Eu-Nb-Sn-Tl,10,full_support_aware,SUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Eu-Nb-Sn-Tl,10,full_support_aware,mSUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Eu-Nb-Sn-Tl,10,full_support_aware,AUDC,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Ag-Nd-Pd-Pt-Tb,10,baseline_reference,SUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,3.0,8.0,2.8284271247461903
Ag-Nd-Pd-Pt-Tb,10,baseline_reference,mSUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.3,0.08,0.282842712474619
Ag-Nd-Pd-Pt-Tb,10,baseline_reference,AUDC,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.31,0.0288,0.16970562748477142
Ag-Nd-Pd-Pt-Tb,10,uq_only_support_aware,SUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,1.0,,
Ag-Nd-Pd-Pt-Tb,10,uq_only_support_aware,mSUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.1,,
Ag-Nd-Pd-Pt-Tb,10,uq_only_support_aware,AUDC,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.19,,
Ag-Nd-Pd-Pt-Tb,10,es_only_independent,SUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,4.5,12.5,3.5355339059327378
Ag-Nd-Pd-Pt-Tb,10,es_only_independent,mSUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.44999999999999996,0.12499999999999997,0.35355339059327373
Ag-Nd-Pd-Pt-Tb,10,es_only_independent,AUDC,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.435,0.09245,0.30405591591021547
Ag-Nd-Pd-Pt-Tb,10,full_support_aware,SUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,4.0,,
Ag-Nd-Pd-Pt-Tb,10,full_support_aware,mSUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.4,,
Ag-Nd-Pd-Pt-Tb,10,full_support_aware,AUDC,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.46,,
Al-Hg-K-Mg-W,10,baseline_reference,SUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,3.5,24.5,4.949747468305833
Al-Hg-K-Mg-W,10,baseline_reference,mSUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.35,0.24499999999999997,0.49497474683058323
Al-Hg-K-Mg-W,10,baseline_reference,AUDC,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.385,0.29645,0.5444722215136416
Al-Hg-K-Mg-W,10,uq_only_support_aware,SUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,3.0,,
Al-Hg-K-Mg-W,10,uq_only_support_aware,mSUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.3,,
Al-Hg-K-Mg-W,10,uq_only_support_aware,AUDC,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.29,,
Al-Hg-K-Mg-W,10,es_only_independent,SUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Al-Hg-K-Mg-W,10,es_only_independent,mSUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Al-Hg-K-Mg-W,10,es_only_independent,AUDC,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Al-Hg-K-Mg-W,10,full_support_aware,SUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Al-Hg-K-Mg-W,10,full_support_aware,mSUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Al-Hg-K-Mg-W,10,full_support_aware,AUDC,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Al-Lu-Pt-Rb-Sm,10,baseline_reference,SUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,1.5,4.5,2.1213203435596424
Al-Lu-Pt-Rb-Sm,10,baseline_reference,mSUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.15,0.045,0.21213203435596426
Al-Lu-Pt-Rb-Sm,10,baseline_reference,AUDC,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.115,0.02645,0.16263455967290594
Al-Lu-Pt-Rb-Sm,10,uq_only_support_aware,SUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Al-Lu-Pt-Rb-Sm,10,uq_only_support_aware,mSUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Al-Lu-Pt-Rb-Sm,10,uq_only_support_aware,AUDC,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Al-Lu-Pt-Rb-Sm,10,es_only_independent,SUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Al-Lu-Pt-Rb-Sm,10,es_only_independent,mSUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Al-Lu-Pt-Rb-Sm,10,es_only_independent,AUDC,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Al-Lu-Pt-Rb-Sm,10,full_support_aware,SUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Lu-Pt-Rb-Sm,10,full_support_aware,mSUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Lu-Pt-Rb-Sm,10,full_support_aware,AUDC,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Fe-Gd-Pb-Tb,10,baseline_reference,SUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Ca-Fe-Gd-Pb-Tb,10,baseline_reference,mSUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Ca-Fe-Gd-Pb-Tb,10,baseline_reference,AUDC,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Ca-Fe-Gd-Pb-Tb,10,uq_only_support_aware,SUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Ca-Fe-Gd-Pb-Tb,10,uq_only_support_aware,mSUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Ca-Fe-Gd-Pb-Tb,10,uq_only_support_aware,AUDC,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Ca-Fe-Gd-Pb-Tb,10,es_only_independent,SUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.5,0.5,0.7071067811865476
Ca-Fe-Gd-Pb-Tb,10,es_only_independent,mSUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.05,0.005000000000000001,0.07071067811865477
Ca-Fe-Gd-Pb-Tb,10,es_only_independent,AUDC,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.025,0.0012500000000000002,0.03535533905932738
Ca-Fe-Gd-Pb-Tb,10,full_support_aware,SUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Fe-Gd-Pb-Tb,10,full_support_aware,mSUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Fe-Gd-Pb-Tb,10,full_support_aware,AUDC,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Gd-Mn-Na-Ta,10,baseline_reference,SUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Cd-Gd-Mn-Na-Ta,10,baseline_reference,mSUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Cd-Gd-Mn-Na-Ta,10,baseline_reference,AUDC,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Cd-Gd-Mn-Na-Ta,10,uq_only_support_aware,SUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Cd-Gd-Mn-Na-Ta,10,uq_only_support_aware,mSUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Cd-Gd-Mn-Na-Ta,10,uq_only_support_aware,AUDC,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Cd-Gd-Mn-Na-Ta,10,es_only_independent,SUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Cd-Gd-Mn-Na-Ta,10,es_only_independent,mSUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Cd-Gd-Mn-Na-Ta,10,es_only_independent,AUDC,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Cd-Gd-Mn-Na-Ta,10,full_support_aware,SUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Gd-Mn-Na-Ta,10,full_support_aware,mSUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Gd-Mn-Na-Ta,10,full_support_aware,AUDC,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Li-Nd-Ti-W,10,baseline_reference,SUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Cd-Li-Nd-Ti-W,10,baseline_reference,mSUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Cd-Li-Nd-Ti-W,10,baseline_reference,AUDC,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Cd-Li-Nd-Ti-W,10,uq_only_support_aware,SUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Cd-Li-Nd-Ti-W,10,uq_only_support_aware,mSUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Cd-Li-Nd-Ti-W,10,uq_only_support_aware,AUDC,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Cd-Li-Nd-Ti-W,10,es_only_independent,SUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Cd-Li-Nd-Ti-W,10,es_only_independent,mSUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Cd-Li-Nd-Ti-W,10,es_only_independent,AUDC,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Cd-Li-Nd-Ti-W,10,full_support_aware,SUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Li-Nd-Ti-W,10,full_support_aware,mSUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Li-Nd-Ti-W,10,full_support_aware,AUDC,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hf-In-Ru-Tm,10,baseline_reference,SUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,1.5,0.5,0.7071067811865476
Co-Hf-In-Ru-Tm,10,baseline_reference,mSUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.15000000000000002,0.005000000000000001,0.07071067811865477
Co-Hf-In-Ru-Tm,10,baseline_reference,AUDC,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.255,0.014450000000000001,0.12020815280171308
Co-Hf-In-Ru-Tm,10,uq_only_support_aware,SUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,3.0,,
Co-Hf-In-Ru-Tm,10,uq_only_support_aware,mSUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.3,,
Co-Hf-In-Ru-Tm,10,uq_only_support_aware,AUDC,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.39,,
Co-Hf-In-Ru-Tm,10,es_only_independent,SUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,1.0,2.0,1.4142135623730951
Co-Hf-In-Ru-Tm,10,es_only_independent,mSUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.1,0.020000000000000004,0.14142135623730953
Co-Hf-In-Ru-Tm,10,es_only_independent,AUDC,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.04,0.0032,0.0565685424949238
Co-Hf-In-Ru-Tm,10,full_support_aware,SUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hf-In-Ru-Tm,10,full_support_aware,mSUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hf-In-Ru-Tm,10,full_support_aware,AUDC,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hg-Mg-Sr-W,10,baseline_reference,SUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Co-Hg-Mg-Sr-W,10,baseline_reference,mSUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Co-Hg-Mg-Sr-W,10,baseline_reference,AUDC,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Co-Hg-Mg-Sr-W,10,uq_only_support_aware,SUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Co-Hg-Mg-Sr-W,10,uq_only_support_aware,mSUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Co-Hg-Mg-Sr-W,10,uq_only_support_aware,AUDC,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Co-Hg-Mg-Sr-W,10,es_only_independent,SUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Co-Hg-Mg-Sr-W,10,es_only_independent,mSUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Co-Hg-Mg-Sr-W,10,es_only_independent,AUDC,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Co-Hg-Mg-Sr-W,10,full_support_aware,SUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hg-Mg-Sr-W,10,full_support_aware,mSUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hg-Mg-Sr-W,10,full_support_aware,AUDC,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Cr-Fe-Lu-Pt-Sc,10,baseline_reference,SUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,2.0,8.0,2.8284271247461903
Cr-Fe-Lu-Pt-Sc,10,baseline_reference,mSUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.2,0.08000000000000002,0.28284271247461906
Cr-Fe-Lu-Pt-Sc,10,baseline_reference,AUDC,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.17,0.05780000000000001,0.2404163056034262
Cr-Fe-Lu-Pt-Sc,10,uq_only_support_aware,SUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Cr-Fe-Lu-Pt-Sc,10,uq_only_support_aware,mSUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Cr-Fe-Lu-Pt-Sc,10,uq_only_support_aware,AUDC,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.0,,
Cr-Fe-Lu-Pt-Sc,10,es_only_independent,SUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Cr-Fe-Lu-Pt-Sc,10,es_only_independent,mSUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Cr-Fe-Lu-Pt-Sc,10,es_only_independent,AUDC,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Cr-Fe-Lu-Pt-Sc,10,full_support_aware,SUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Cr-Fe-Lu-Pt-Sc,10,full_support_aware,mSUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Cr-Fe-Lu-Pt-Sc,10,full_support_aware,AUDC,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Ho-In-Mg-Pd-Zr,10,baseline_reference,SUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,1.0,0.0,0.0
Ho-In-Mg-Pd-Zr,10,baseline_reference,mSUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.1,0.0,0.0
Ho-In-Mg-Pd-Zr,10,baseline_reference,AUDC,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.12000000000000001,0.005000000000000001,0.07071067811865477
Ho-In-Mg-Pd-Zr,10,uq_only_support_aware,SUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,5.0,,
Ho-In-Mg-Pd-Zr,10,uq_only_support_aware,mSUN,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.5,,
Ho-In-Mg-Pd-Zr,10,uq_only_support_aware,AUDC,2,3;4,2;3;4,partial_fewer_than_three_seeds,1,0.45,,
Ho-In-Mg-Pd-Zr,10,es_only_independent,SUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Ho-In-Mg-Pd-Zr,10,es_only_independent,mSUN,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Ho-In-Mg-Pd-Zr,10,es_only_independent,AUDC,2;3,4,2;3;4,partial_fewer_than_three_seeds,2,0.0,0.0,0.0
Ho-In-Mg-Pd-Zr,10,full_support_aware,SUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Ho-In-Mg-Pd-Zr,10,full_support_aware,mSUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Ho-In-Mg-Pd-Zr,10,full_support_aware,AUDC,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Li-V,30,baseline_reference,SUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Li-V,30,baseline_reference,mSUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Li-V,30,baseline_reference,AUDC,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Li-V,30,uq_only_support_aware,SUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Li-V,30,uq_only_support_aware,mSUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Li-V,30,uq_only_support_aware,AUDC,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Li-V,30,es_only_independent,SUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Li-V,30,es_only_independent,mSUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Li-V,30,es_only_independent,AUDC,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Li-V,30,full_support_aware,SUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Li-V,30,full_support_aware,mSUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Li-V,30,full_support_aware,AUDC,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-V-Zn,30,baseline_reference,SUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-V-Zn,30,baseline_reference,mSUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-V-Zn,30,baseline_reference,AUDC,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-V-Zn,30,uq_only_support_aware,SUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-V-Zn,30,uq_only_support_aware,mSUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-V-Zn,30,uq_only_support_aware,AUDC,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-V-Zn,30,es_only_independent,SUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-V-Zn,30,es_only_independent,mSUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-V-Zn,30,es_only_independent,AUDC,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-V-Zn,30,full_support_aware,SUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-V-Zn,30,full_support_aware,mSUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-V-Zn,30,full_support_aware,AUDC,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-K-Tb,30,baseline_reference,SUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-K-Tb,30,baseline_reference,mSUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-K-Tb,30,baseline_reference,AUDC,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-K-Tb,30,uq_only_support_aware,SUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-K-Tb,30,uq_only_support_aware,mSUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-K-Tb,30,uq_only_support_aware,AUDC,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-K-Tb,30,es_only_independent,SUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-K-Tb,30,es_only_independent,mSUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-K-Tb,30,es_only_independent,AUDC,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-K-Tb,30,full_support_aware,SUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-K-Tb,30,full_support_aware,mSUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-K-Tb,30,full_support_aware,AUDC,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-W,30,baseline_reference,SUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-W,30,baseline_reference,mSUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-W,30,baseline_reference,AUDC,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-W,30,uq_only_support_aware,SUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-W,30,uq_only_support_aware,mSUN,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-W,30,uq_only_support_aware,AUDC,,2;3;4,2;3;4,partial_fewer_than_three_seeds,0,,,
